altitude,time
4246.84,15.38
4247.99,15.39
4250.04,15.4
4250.04,15.41
4251.7,15.42
4254.64,15.43
4256.95,15.44
4257.46,15.45
4259.5,15.46
4261.81,15.47
4262.83,15.48
4265.52,15.49
4266.67,15.5
4268.46,15.51
4268.46,15.52
4270,15.53
4273.59,15.54
4274.74,15.55
4276.54,15.56
4277.95,15.57
4280.13,15.58
4281.41,15.59
4283.46,15.6
4284.74,15.61
4286.16,15.62
4286.16,15.63
4288.21,15.64
4290.39,15.65
4293.22,15.66
4294.76,15.67
4296.17,15.68
4297.2,15.69
4299.64,15.7
4300.02,15.71
4302.47,15.72
4303.88,15.73
4303.88,15.74
4306.71,15.75
4309.41,15.76
4311.08,15.77
4312.24,15.78
4313.91,15.79
4314.56,15.8
4316.87,15.81
4319.19,15.82
4320.61,15.83
4322.15,15.84
4322.15,15.85
4323.57,15.86
4327.31,15.87
4329.11,15.88
4330.79,15.89
4331.82,15.9
4334.79,15.91
4335.82,15.92
4337.49,15.93
4338.79,15.94
4340.72,15.95
4340.72,15.96
4342.53,15.97
4344.98,15.98
4347.05,15.99
4348.08,16
4350.92,16.01
4351.31,16.02
4353.77,16.03
4355.19,16.04
4356.22,16.05
4358.55,16.06
4358.55,16.07
4359.97,16.08
4362.95,16.09
4365.02,16.1
4365.92,16.11
4368.12,16.12
4371.1,16.13
4372.4,16.14
4374.08,16.15
4375.12,16.16
4376.93,16.17
4376.93,16.18
4377.58,16.19
4380.43,16.2
4382.63,16.21
4384.06,16.22
4385.61,16.23
4387.43,16.24
4389.89,16.25
4390.93,16.26
4393.14,16.27
4394.83,16.28
4394.83,16.29
4396.38,16.3
4398.98,16.31
4400.67,16.32
4402.49,16.33
4404.31,16.34
4405.74,16.35
4407.3,16.36
4408.47,16.37
4410.16,16.38
4411.98,16.39
4411.98,16.4
4413.93,16.41
4417.05,16.42
4418.48,16.43
4419.52,16.44
4421.08,16.45
4423.3,16.46
4425.25,16.47
4426.68,16.48
4428.25,16.49
4430.33,16.5
4430.33,16.51
4432.29,16.52
4433.72,16.53
4436.2,16.54
4436.59,16.55
4439.33,16.56
4441.15,16.57
4442.72,16.58
4443.76,16.59
4445.07,16.6
4447.42,16.61
4447.42,16.62
4448.07,16.63
4450.81,16.64
4452.64,16.65
4454.47,16.66
4456.56,16.67
4457.47,16.68
4458.65,16.69
4460.87,16.7
4462.7,16.71
4464.27,16.72
4464.27,16.73
4466.49,16.74
4469.11,16.75
4471.2,16.76
4472.78,16.77
4473.69,16.78
4474.74,16.79
4476.7,16.8
4477.36,16.81
4478.93,16.82
4480.37,16.83
4480.37,16.84
4482.47,16.85
4484.83,16.86
4487.05,16.87
4488.63,16.88
4489.68,16.89
4492.69,16.9
4492.82,16.91
4494.79,16.92
4496.24,16.93
4498.47,16.94
4498.47,16.95
4499.25,16.96
4502.54,16.97
4504.37,16.98
4505.69,16.99
4507.53,17
4508.32,17.01
4510.02,17.02
4511.47,17.03
4513.18,17.04
4514.89,17.05
4514.89,17.06
4516.73,17.07
4519.49,17.08
4521.73,17.09
4521.73,17.1
4523.04,17.11
4524.75,17.12
4527.52,17.13
4527.78,17.14
4530.42,17.15
4531.47,17.16
4531.47,17.17
4533.31,17.18
4536.08,17.19
4537.66,17.2
4538.45,17.21
4540.96,17.22
4541.88,17.23
4543.99,17.24
4544.91,17.25
4546.37,17.26
4546.76,17.27
4546.76,17.28
4550.06,17.29
4552.04,17.3
4552.96,17.31
4554.55,17.32
4555.21,17.33
4557.72,17.34
4559.83,17.35
4559.7,17.36
4562.08,17.37
4563.27,17.38
4563.27,17.39
4564.85,17.4
4567.23,17.41
4569.61,17.42
4570.41,17.43
4571.07,17.44
4572.26,17.45
4574.24,17.46
4576.23,17.47
4577.16,17.48
4578.21,17.49
4578.21,17.5
4580.6,17.51
4583.38,17.52
4584.31,17.53
4585.63,17.54
4587.49,17.55
4587.75,17.56
4590,17.57
4591.59,17.58
4592.65,17.59
4593.72,17.6
4593.72,17.61
4595.7,17.62
4597.83,17.63
4600.08,17.64
4601.28,17.65
4601.94,17.66
4603.93,17.67
4605.39,17.68
4606.45,17.69
4607.91,17.7
4610.04,17.71
4610.04,17.72
4611.77,17.73
4613.63,17.74
4615.75,17.75
4616.95,17.76
4618.28,17.77
4621.2,17.78
4621.74,17.79
4622.93,17.8
4625.33,17.81
4626.39,17.82
4626.39,17.83
4627.99,17.84
4630.78,17.85
4631.85,17.86
4633.71,17.87
4634.65,17.88
4637.04,17.89
4638.24,17.9
4639.97,17.91
4640.51,17.92
4643.04,17.93
4643.04,17.94
4644.24,17.95
4647.31,17.96
4648.37,17.97
4649.57,17.98
4650.91,17.99
4652.38,18
4654.51,18.01
4655.84,18.02
4657.05,18.03
4658.92,18.04
4658.92,18.05
4659.45,18.06
4661.59,18.07
4664.26,18.08
4665.19,18.09
4666.26,18.1
4667.2,18.11
4668.94,18.12
4670.41,18.13
4672.14,18.14
4672.55,18.15
4672.55,18.16
4674.42,18.17
4678.03,18.18
4679.23,18.19
4679.9,18.2
4680.71,18.21
4682.58,18.22
4684.45,18.23
4684.99,18.24
4685.79,18.25
4687.94,18.26
4687.94,18.27
4689.41,18.28
4691.82,18.29
4693.43,18.3
4694.5,18.31
4695.98,18.32
4695.84,18.33
4698.26,18.34
4699.87,18.35
4701.34,18.36
4702.55,18.37
4702.55,18.38
4703.62,18.39
4706.44,18.4
4707.78,18.41
4709.12,18.42
4710.33,18.43
4711.94,18.44
4713.15,18.45
4714.36,18.46
4715.3,18.47
4716.78,18.48
4716.78,18.49
4718.39,18.5
4720.68,18.51
4721.62,18.52
4723.1,18.53
4724.04,18.54
4725.65,18.55
4726.73,18.56
4727.8,18.57
4729.82,18.58
4730.63,18.59
4730.63,18.6
4732.38,18.61
4734.8,18.62
4736.55,18.63
4738.03,18.64
4738.84,18.65
4740.86,18.66
4741.13,18.67
4742.75,18.68
4744.36,18.69
4745.71,18.7
4745.71,18.71
4747.46,18.72
4749.62,18.73
4750.97,18.74
4752.05,18.75
4752.72,18.76
4753.8,18.77
4757.31,18.78
4757.04,18.79
4758.52,18.8
4760.01,18.81
4760.01,18.82
4761.9,18.83
4763.79,18.84
4765.55,18.85
4766.76,18.86
4767.3,18.87
4769.19,18.88
4770.27,18.89
4771.35,18.9
4773.11,18.91
4774.06,18.92
4774.06,18.93
4775.82,18.94
4778.11,18.95
4779.6,18.96
4780.69,18.97
4781.77,18.98
4783.53,18.99
4784.61,19
4785.69,19.01
4787.59,19.02
4788.4,19.03
4788.4,19.04
4790.02,19.05
4792.19,19.06
4793.68,19.07
4794.49,19.08
4796.12,19.09
4797.2,19.1
4798.83,19.11
4798.15,19.12
4800.32,19.13
4801.95,19.14
4801.95,19.15
4803.44,19.16
4804.53,19.17
4806.56,19.18
4807.92,19.19
4809.55,19.2
4809.55,19.21
4811.31,19.22
4812.53,19.23
4813.75,19.24
4814.43,19.25
4814.43,19.26
4816.88,19.27
4819.32,19.28
4820.82,19.29
4822.18,19.3
4822.85,19.31
4823.67,19.32
4825.57,19.33
4825.98,19.34
4827.88,19.35
4828.43,19.36
4828.43,19.37
4829.79,19.38
4832.51,19.39
4833.73,19.4
4834.82,19.41
4836.73,19.42
4837.41,19.43
4838.63,19.44
4840.13,19.45
4840.81,19.46
4842.45,19.47
4842.45,19.48
4844.08,19.49
4846.26,19.5
4847.21,19.51
4848.44,19.52
4849.53,19.53
4851.03,19.54
4852.26,19.55
4853.89,19.56
4853.89,19.57
4855.26,19.58
4855.26,19.59
4857.17,19.6
4858.94,19.61
4860.44,19.62
4861.26,19.63
4862.21,19.64
4864.4,19.65
4865.35,19.66
4866.45,19.67
4867.4,19.68
4868.36,19.69
4868.36,19.7
4870.41,19.71
4872.59,19.72
4873.82,19.73
4874.64,19.74
4875.74,19.75
4876.42,19.76
4878.61,19.77
4879.56,19.78
4880.11,19.79
4881.61,19.8
4881.61,19.81
4883.39,19.82
4884.62,19.83
4885.31,19.84
4887.63,19.85
4888.59,19.86
4890.1,19.87
4891.47,19.88
4892.15,19.89
4893.52,19.9
4894.48,19.91
4894.48,19.92
4895.85,19.93
4897.9,19.94
4898.59,19.95
4900.1,19.96
4901.6,19.97
4902.56,19.98
4903.52,19.99
4904.62,20
4905.72,20.01
4906.68,20.02
4906.68,20.03
4908.05,20.04
4909.83,20.05
4910.65,20.06
4911.89,20.07
4913.67,20.08
4914.22,20.09
4914.91,20.1
4917.1,20.11
4918.07,20.12
4918.07,20.13
4918.07,20.14
4920.67,20.15
4922.74,20.16
4923.83,20.17
4924.52,20.18
4925.48,20.19
4926.58,20.2
4927.96,20.21
4928.64,20.22
4930.98,20.23
4931.12,20.24
4931.12,20.25
4932.63,20.26
4934.28,20.27
4935.11,20.28
4936.48,20.29
4938.13,20.3
4938.68,20.31
4940.06,20.32
4940.89,20.33
4941.71,20.34
4942.95,20.35
4942.95,20.36
4943.92,20.37
4945.29,20.38
4946.81,20.39
4949.01,20.4
4949.56,20.41
4950.25,20.42
4951.22,20.43
4953.15,20.44
4954.39,20.45
4954.11,20.46
4954.11,20.47
4956.59,20.48
4958.52,20.49
4959.63,20.5
4961,20.51
4961,20.52
4961.97,20.53
4964.18,20.54
4964.45,20.55
4965.83,20.56
4966.8,20.57
4966.8,20.58
4968.18,20.59
4970.53,20.6
4970.53,20.61
4971.36,20.62
4972.74,20.63
4974.53,20.64
4975.36,20.65
4976.19,20.66
4977.16,20.67
4977.85,20.68
4977.85,20.69
4979.92,20.7
4981.58,20.71
4982.41,20.72
4984.21,20.73
4985.18,20.74
4986.01,20.75
4987.11,20.76
4987.94,20.77
4988.91,20.78
4989.05,20.79
4989.05,20.8
4990.43,20.81
4992.65,20.82
4994.03,20.83
4994.86,20.84
4996.52,20.85
4996.66,20.86
4997.49,20.87
4998.88,20.88
5000.13,20.89
5000.82,20.9
5000.82,20.91
5002.48,20.92
5004,20.93
5005.53,20.94
5006.08,20.95
5007.05,20.96
5008.16,20.97
5009,20.98
5009.69,20.99
5010.8,21
5012.19,21.01
5012.19,21.02
5014.27,21.03
5015.79,21.04
5016.76,21.05
5017.32,21.06
5018.43,21.07
5019.4,21.08
5020.51,21.09
5021.9,21.1
5022.18,21.11
5024.82,21.12
5024.82,21.13
5025.23,21.14
5026.34,21.15
5028.29,21.16
5028.29,21.17
5029.82,21.18
5030.1,21.19
5032.32,21.2
5033.15,21.21
5034.13,21.22
5035.24,21.23
5035.24,21.24
5034.96,21.25
5037.74,21.26
5038.3,21.27
5039.55,21.28
5040.53,21.29
5041.78,21.3
5042.47,21.31
5043.87,21.32
5043.87,21.33
5045.4,21.34
5045.4,21.35
5046.37,21.36
5048.46,21.37
5049.85,21.38
5049.85,21.39
5051.38,21.4
5052.22,21.41
5054.03,21.42
5054.87,21.43
5055.29,21.44
5055.42,21.45
5055.42,21.46
5056.96,21.47
5059.33,21.48
5059.75,21.49
5061.14,21.5
5062.4,21.51
5062.67,21.52
5064.77,21.53
5064.49,21.54
5065.74,21.55
5066.44,21.56
5066.44,21.57
5067.98,21.58
5069.51,21.59
5070.21,21.6
5070.91,21.61
5072.44,21.62
5073,21.63
5074.12,21.64
5075.51,21.65
5076.63,21.66
5076.91,21.67
5076.91,21.68
5078.73,21.69
5079.71,21.7
5080.82,21.71
5081.52,21.72
5082.22,21.73
5083.62,21.74
5084.46,21.75
5085.3,21.76
5086.27,21.77
5087.11,21.78
5087.11,21.79
5087.81,21.8
5090.33,21.81
5090.75,21.82
5091.45,21.83
5092.57,21.84
5094.11,21.85
5094.67,21.86
5095.65,21.87
5096.63,21.88
5097.19,21.89
5097.19,21.9
5099.29,21.91
5100.27,21.92
5100.97,21.93
5101.95,21.94
5102.37,21.95
5103.07,21.96
5105.17,21.97
5105.87,21.98
5107.27,21.99
5107.97,22
5107.97,22.01
5108.39,22.02
5110.92,22.03
5111.48,22.04
5112.18,22.05
5113.72,22.06
5114,22.07
5114.7,22.08
5115.97,22.09
5115.83,22.1
5117.93,22.11
5117.93,22.12
5118.77,22.13
5120.04,22.14
5121.16,22.15
5121.44,22.16
5122.56,22.17
5124.25,22.18
5125.79,22.19
5125.51,22.2
5126.49,22.21
5126.77,22.22
5126.77,22.23
5128.46,22.24
5130.15,22.25
5130.71,22.26
5131.83,22.27
5132.39,22.28
5133.52,22.29
5134.36,22.3
5135.77,22.31
5136.61,22.32
5137.03,22.33
5137.03,22.34
5138.44,22.35
5140.83,22.36
5141.53,22.37
5141.39,22.38
5142.8,22.39
5143.64,22.4
5143.92,22.41
5144.77,22.42
5144.91,22.43
5146.32,22.44
5146.32,22.45
5147.44,22.46
5148.85,22.47
5149.84,22.48
5151.38,22.49
5150.96,22.5
5152.79,22.51
5153.5,22.52
5154.34,22.53
5154.76,22.54
5156.03,22.55
5156.03,22.56
5156.31,22.57
5158.85,22.58
5159.56,22.59
5158.71,22.6
5160.82,22.61
5162.09,22.62
5161.81,22.63
5162.52,22.64
5164.07,22.65
5165.48,22.66
5165.48,22.67
5166.32,22.68
5167.03,22.69
5168.16,22.7
5169.99,22.71
5169.85,22.72
5170.7,22.73
5171.54,22.74
5172.11,22.75
5174.08,22.76
5173.94,22.77
5173.94,22.78
5176.06,22.79
5177.19,22.8
5177.61,22.81
5179.03,22.82
5179.31,22.83
5180.02,22.84
5181.43,22.85
5182.13,22.86
5182.56,22.87
5183.69,22.88
5183.69,22.89
5184.4,22.9
5185.95,22.91
5187.22,22.92
5187.79,22.93
5188.64,22.94
5188.92,22.95
5190.33,22.96
5190.9,22.97
5191.75,22.98
5193.02,22.99
5193.02,23
5192.88,23.01
5195,23.02
5195.43,23.03
5196.42,23.04
5196.98,23.05
5197.55,23.06
5199.39,23.07
5199.53,23.08
5199.67,23.09
5200.24,23.1
5200.24,23.11
5202.08,23.12
5203.64,23.13
5204.49,23.14
5205.76,23.15
5206.33,23.16
5207.46,23.17
5206.89,23.18
5208.74,23.19
5209.3,23.2
5209.73,23.21
5209.73,23.22
5211.43,23.23
5211.99,23.24
5212.14,23.25
5214.26,23.26
5213.7,23.27
5215.68,23.28
5216.53,23.29
5216.53,23.3
5218.8,23.31
5218.94,23.32
5218.94,23.33
5219.09,23.34
5220.22,23.35
5220.79,23.36
5222.21,23.37
5224.19,23.38
5223.77,23.39
5224.19,23.4
5225.05,23.41
5225.75,23.42
5226.61,23.43
5226.61,23.44
5226.61,23.45
5229.59,23.46
5230.58,23.47
5230.44,23.48
5231.58,23.49
5231.86,23.5
5232,23.51
5233.99,23.52
5233.28,23.53
5234.99,23.54
5234.99,23.55
5235.98,23.56
5237.69,23.57
5238.26,23.58
5239.11,23.59
5240.1,23.6
5239.96,23.61
5240.82,23.62
5241.1,23.63
5242.1,23.64
5244.09,23.65
5244.09,23.66
5244.09,23.67
5246.22,23.68
5246.36,23.69
5246.5,23.7
5247.64,23.71
5248.92,23.72
5248.5,23.73
5249.49,23.74
5249.64,23.75
5251.2,23.76
5251.2,23.77
5252.63,23.78
5252.91,23.79
5254.19,23.8
5255.05,23.81
5255.76,23.82
5256.9,23.83
5257.18,23.84
5257.47,23.85
5259.03,23.86
5259.89,23.87
5259.89,23.88
5259.89,23.89
5260.89,23.9
5261.46,23.91
5262.88,23.92
5263.45,23.93
5264.02,23.94
5264.74,23.95
5265.88,23.96
5266.02,23.97
5267.02,23.98
5267.02,23.99
5267.59,24
5269.44,24.01
5268.44,24.02
5270.01,24.03
5271.44,24.04
5272.15,24.05
5272.44,24.06
5273.29,24.07
5273.72,24.08
5274.86,24.09
5274.86,24.1
5275.01,24.11
5276.29,24.12
5276.43,24.13
5278.29,24.14
5278.43,24.15
5280.29,24.16
5280.72,24.17
5281.14,24.18
5282.29,24.19
5281.86,24.2
5281.86,24.21
5282.86,24.22
5284.29,24.23
5285.29,24.24
5285.72,24.25
5285.86,24.26
5286.57,24.27
5287.72,24.28
5287.72,24.29
5290.15,24.3
5288.57,24.31
5288.57,24.32
5290.86,24.33
5291.58,24.34
5292.15,24.35
5292.43,24.36
5293.58,24.37
5294.29,24.38
5294.87,24.39
5295.72,24.4
5295.72,24.41
5296.73,24.42
5296.73,24.43
5297.3,24.44
5299.16,24.45
5299.59,24.46
5299.44,24.47
5300.45,24.48
5301.45,24.49
5302.02,24.5
5301.88,24.51
5303.31,24.52
5303.6,24.53
5303.6,24.54
5304.6,24.55
5306.32,24.56
5306.17,24.57
5306.89,24.58
5308.18,24.59
5307.75,24.6
5309.18,24.61
5309.32,24.62
5310.18,24.63
5311.33,24.64
5311.33,24.65
5311.47,24.66
5313.48,24.67
5313.62,24.68
5314.2,24.69
5314.34,24.7
5314.91,24.71
5316.78,24.72
5316.63,24.73
5317.49,24.74
5317.64,24.75
5317.64,24.76
5318.5,24.77
5319.79,24.78
5320.36,24.79
5320.79,24.8
5321.65,24.81
5321.94,24.82
5322.66,24.83
5322.66,24.84
5324.38,24.85
5323.8,24.86
5323.8,24.87
5325.67,24.88
5326.39,24.89
5327.68,24.9
5327.82,24.91
5328.54,24.92
5328.83,24.93
5329.12,24.94
5329.83,24.95
5330.69,24.96
5331.99,24.97
5331.99,24.98
5332.13,24.99
5333.42,25
5333.71,25.01
5334.14,25.02
5335,25.03
5336.01,25.04
5336.01,25.05
5336.87,25.06
5336.73,25.07
5337.73,25.08
5337.73,25.09
5338.74,25.1
5339.75,25.11
5340.46,25.12
5340.46,25.13
5341.47,25.14
5341.9,25.15
5342.33,25.16
5342.76,25.17
5343.77,25.18
5344.49,25.19
5344.49,25.2
5344.49,25.21
5346.36,25.22
5346.65,25.23
5347.51,25.24
5347.94,25.25
5348.09,25.26
5348.52,25.27
5349.67,25.28
5349.67,25.29
5349.52,25.3
5349.52,25.31
5350.24,25.32
5351.83,25.33
5351.83,25.34
5352.69,25.35
5352.69,25.36
5354.27,25.37
5355.14,25.38
5355.71,25.39
5356.72,25.4
5356,25.41
5356,25.42
5357.44,25.43
5358.31,25.44
5359.17,25.45
5359.6,25.46
5360.18,25.47
5360.47,25.48
5361.19,25.49
5360.76,25.5
5362.05,25.51
5363.64,25.52
5363.64,25.53
5363.49,25.54
5364.79,25.55
5364.5,25.56
5365.8,25.57
5366.38,25.58
5366.95,25.59
5367.1,25.6
5367.1,25.61
5368.39,25.62
5368.11,25.63
5368.11,25.64
5368.83,25.65
5369.69,25.66
5370.85,25.67
5370.7,25.68
5370.99,25.69
5372,25.7
5372.29,25.71
5372.58,25.72
5373.87,25.73
5373.44,25.74
5373.44,25.75
5375.17,25.76
5375.61,25.77
5377.19,25.78
5377.05,25.79
5377.48,25.8
5377.92,25.81
5378.64,25.82
5378.49,25.83
5379.07,25.84
5379.79,25.85
5379.79,25.86
5380.95,25.87
5382.54,25.88
5382.1,25.89
5382.97,25.9
5382.97,25.91
5383.69,25.92
5384.12,25.93
5385.28,25.94
5384.7,25.95
5384.99,25.96
5384.99,25.97
5386.15,25.98
5387.59,25.99
5387.45,26
5387.45,26.01
5388.75,26.02
5388.46,26.03
5389.04,26.04
5390.19,26.05
5390.63,26.06
5391.49,26.07
5391.49,26.08
5391.2,26.09
5392.51,26.1
5392.79,26.11
5392.79,26.12
5393.81,26.13
5393.81,26.14
5394.96,26.15
5395.4,26.16
5395.98,26.17
5396.12,26.18
5396.12,26.19
5396.99,26.2
5397.13,26.21
5398,26.22
5398.58,26.23
5399.16,26.24
5399.01,26.25
5399.74,26.26
5400.46,26.27
5400.89,26.28
5401.18,26.29
5401.18,26.3
5401.47,26.31
5403.21,26.32
5403.21,26.33
5403.35,26.34
5404.37,26.35
5403.64,26.36
5405.67,26.37
5406.1,26.38
5406.1,26.39
5405.81,26.4
5405.81,26.41
5406.97,26.42
5407.84,26.43
5409.15,26.44
5408.86,26.45
5409.72,26.46
5409.44,26.47
5410.45,26.48
5410.88,26.49
5411.03,26.5
5412.19,26.51
5412.19,26.52
5412.33,26.53
5412.33,26.54
5413.49,26.55
5413.64,26.56
5413.78,26.57
5414.07,26.58
5414.51,26.59
5415.38,26.6
5415.67,26.61
5415.96,26.62
5415.96,26.63
5417.11,26.64
5417.26,26.65
5418.71,26.66
5418.42,26.67
5418.56,26.68
5419.58,26.69
5419.43,26.7
5420.88,26.71
5421.32,26.72
5420.88,26.73
5420.88,26.74
5421.17,26.75
5422.04,26.76
5422.33,26.77
5422.62,26.78
5424.08,26.79
5423.5,26.8
5424.22,26.81
5424.8,26.82
5425.82,26.83
5425.82,26.84
5425.82,26.85
5426.54,26.86
5427.27,26.87
5426.98,26.88
5427.41,26.89
5427.85,26.9
5429.59,26.91
5429.44,26.92
5429.01,26.93
5430.32,26.94
5430.75,26.95
5430.75,26.96
5430.32,26.97
5431.33,26.98
5431.62,26.99
5431.62,27
5432.49,27.01
5432.93,27.02
5433.36,27.03
5433.65,27.04
5433.95,27.05
5434.67,27.06
5434.67,27.07
5434.67,27.08
5435.69,27.09
5435.4,27.1
5436.27,27.11
5436.27,27.12
5437.43,27.13
5437.58,27.14
5438.16,27.15
5438.3,27.16
5438.3,27.17
5438.3,27.18
5439.03,27.19
5438.88,27.2
5440.34,27.21
5439.9,27.22
5440.19,27.23
5441.06,27.24
5441.94,27.25
5441.5,27.26
5442.08,27.27
5442.52,27.28
5442.52,27.29
5443.39,27.3
5442.66,27.31
5444.7,27.32
5444.84,27.33
5443.83,27.34
5444.12,27.35
5445.28,27.36
5445.57,27.37
5446.01,27.38
5447.17,27.39
5447.17,27.4
5446.73,27.41
5448.33,27.42
5448.04,27.43
5448.62,27.44
5448.92,27.45
5448.92,27.46
5449.06,27.47
5449.64,27.48
5450.08,27.49
5450.52,27.5
5450.52,27.51
5450.66,27.52
5451.53,27.53
5451.53,27.54
5451.97,27.55
5451.83,27.56
5452.55,27.57
5453.13,27.58
5453.28,27.59
5453.43,27.6
5453.72,27.61
5453.72,27.62
5454.01,27.63
5455.32,27.64
5455.75,27.65
5456.34,27.66
5456.05,27.67
5456.77,27.68
5456.63,27.69
5456.77,27.7
5457.36,27.71
5457.5,27.72
5457.5,27.73
5458.38,27.74
5458.81,27.75
5459.69,27.76
5458.81,27.77
5460.12,27.78
5460.12,27.79
5460.41,27.8
5459.69,27.81
5461.73,27.82
5461.29,27.83
5461.29,27.84
5461.43,27.85
5462.31,27.86
5463.18,27.87
5463.04,27.88
5462.74,27.89
5463.62,27.9
5464.2,27.91
5464.06,27.92
5464.93,27.93
5464.93,27.94
5464.93,27.95
5464.49,27.96
5465.66,27.97
5465.95,27.98
5465.51,27.99
5466.82,28
5467.41,28.01
5467.55,28.02
5467.99,28.03
5467.99,28.04
5467.99,28.05
5467.99,28.06
5467.99,28.07
5468.57,28.08
5468.87,28.09
5470.03,28.1
5469.89,28.11
5470.32,28.12
5470.03,28.13
5470.91,28.14
5470.47,28.15
5470.91,28.16
5470.91,28.17
5471.78,28.18
5471.93,28.19
5471.93,28.2
5471.93,28.21
5472.95,28.22
5472.95,28.23
5473.39,28.24
5474.12,28.25
5474.26,28.26
5474.41,28.27
5474.41,28.28
5473.82,28.29
5474.99,28.3
5474.84,28.31
5476.01,28.32
5475.87,28.33
5476.89,28.34
5476.16,28.35
5476.74,28.36
5476.3,28.37
5476.89,28.38
5476.89,28.39
5476.89,28.4
5477.32,28.41
5477.62,28.42
5478.35,28.43
5478.35,28.44
5479.22,28.45
5479.08,28.46
5479.22,28.47
5479.66,28.48
5480.1,28.49
5480.1,28.5
5478.93,28.51
5480.97,28.52
5480.39,28.53
5481.12,28.54
5481.27,28.55
5481.56,28.56
5482.43,28.57
5482.14,28.58
5481.85,28.59
5483.31,28.6
5483.31,28.61
5483.02,28.62
5483.46,28.63
5483.6,28.64
5484.33,28.65
5484.92,28.66
5484.92,28.67
5484.48,28.68
5485.5,28.69
5485.65,28.7
5485.21,28.71
5485.21,28.72
5485.35,28.73
5485.94,28.74
5485.79,28.75
5486.52,28.76
5487.4,28.77
5486.52,28.78
5486.67,28.79
5486.52,28.8
5487.4,28.81
5487.98,28.82
5487.98,28.83
5488.86,28.84
5487.69,28.85
5488.71,28.86
5488.71,28.87
5489.3,28.88
5489.74,28.89
5490.17,28.9
5489.44,28.91
5489.59,28.92
5490.76,28.93
5490.76,28.94
5490.17,28.95
5491.2,28.96
5491.05,28.97
5491.34,28.98
5491.64,28.99
5491.49,29
5492.07,29.01
5492.66,29.02
5492.37,29.03
5492.22,29.04
5492.22,29.05
5492.66,29.06
5492.81,29.07
5493.39,29.08
5493.68,29.09
5492.95,29.1
5494.56,29.11
5494.41,29.12
5494.41,29.13
5494.85,29.14
5494.71,29.15
5494.71,29.16
5495.14,29.17
5495,29.18
5495.44,29.19
5495.73,29.2
5495.58,29.21
5495.73,29.22
5496.61,29.23
5495.73,29.24
5496.61,29.25
5497.34,29.26
5497.34,29.27
5496.9,29.28
5497.34,29.29
5496.75,29.3
5496.9,29.31
5497.48,29.32
5497.92,29.33
5498.95,29.34
5498.8,29.35
5498.51,29.36
5498.21,29.37
5498.21,29.38
5499.24,29.39
5499.68,29.4
5499.53,29.41
5499.68,29.42
5499.38,29.43
5500.12,29.44
5499.68,29.45
5500.7,29.46
5500.41,29.47
5501.43,29.48
5501.43,29.49
5500.56,29.5
5500.85,29.51
5501.58,29.52
5500.85,29.53
5502.16,29.54
5501.58,29.55
5502.02,29.56
5501.14,29.57
5502.75,29.58
5503.04,29.59
5503.04,29.6
5502.16,29.61
5502.75,29.62
5502.6,29.63
5503.19,29.64
5503.63,29.65
5504.21,29.66
5503.77,29.67
5503.92,29.68
5504.21,29.69
5503.92,29.7
5503.92,29.71
5504.07,29.72
5503.92,29.73
5504.51,29.74
5504.65,29.75
5504.8,29.76
5504.94,29.77
5504.8,29.78
5504.21,29.79
5506.26,29.8
5506.12,29.81
5506.12,29.82
5504.94,29.83
5506.12,29.84
5505.68,29.85
5506.55,29.86
5506.26,29.87
5506.55,29.88
5506.41,29.89
5506.41,29.9
5506.7,29.91
5506.7,29.92
5506.7,29.93
5507.14,29.94
5507.43,29.95
5507.14,29.96
5508.17,29.97
5507.43,29.98
5506.85,29.99
5507.43,30
5508.6,30.01
5507.43,30.02
5508.17,30.03
5508.17,30.04
5508.17,30.05
5507.58,30.06
5508.02,30.07
5508.31,30.08
5507.87,30.09
5508.9,30.1
5508.31,30.11
5508.17,30.12
5509.34,30.13
5508.9,30.14
5508.9,30.15
5508.75,30.16
5508.75,30.17
5508.9,30.18
5508.9,30.19
5510.07,30.2
5509.48,30.21
5510.07,30.22
5510.36,30.23
5509.92,30.24
5510.22,30.25
5510.22,30.26
5510.51,30.27
5509.78,30.28
5510.36,30.29
5509.78,30.3
5510.51,30.31
5510.07,30.32
5510.51,30.33
5510.22,30.34
5511.09,30.35
5510.51,30.36
5510.51,30.37
5511.24,30.38
5510.22,30.39
5510.22,30.4
5511.24,30.41
5511.68,30.42
5511.24,30.43
5510.65,30.44
5511.39,30.45
5511.53,30.46
5511.09,30.47
5511.09,30.48
5510.65,30.49
5511.24,30.5
5511.39,30.51
5510.51,30.52
5511.39,30.53
5510.8,30.54
5512.12,30.55
5510.95,30.56
5511.83,30.57
5511.97,30.58
5511.97,30.59
5511.97,30.6
5511.24,30.61
5512.12,30.62
5511.24,30.63
5512.41,30.64
5510.8,30.65
5511.68,30.66
5512.12,30.67
5511.97,30.68
5511.24,30.69
5511.24,30.7
5512.27,30.71
5511.24,30.72
5511.97,30.73
5511.09,30.74
5511.83,30.75
5512.12,30.76
5512.12,30.77
5512.85,30.78
5512.56,30.79
5512.12,30.8
5512.12,30.81
5512.12,30.82
5512.27,30.83
5511.53,30.84
5511.97,30.85
5511.97,30.86
5512.27,30.87
5511.83,30.88
5512.12,30.89
5511.97,30.9
5511.24,30.91
5511.24,30.92
5513.14,30.93
5511.83,30.94
5512.56,30.95
5511.09,30.96
5511.83,30.97
5512.41,30.98
