time,acceleration,pressure,altitude,height,speed,temperature,drogue_voltage,main_voltage,battery_voltage
94.02,0.07,64244,3681.27,2742.67,-29.08,25.4,8.78,9.03,9.07
94.12,0.38,64228,3683.19,2744.6,-29.08,25.4,8.78,9.03,9.07
94.22,0.58,64224,3683.68,2745.08,-28.94,25.4,8.78,9.03,9.07
94.32,0.7,64281,3676.81,2738.22,-28.9,25.4,8.78,9.03,9.07
94.42,0.77,64404,3662.03,2723.43,-28.85,25.4,8.78,9.03,9.07
94.52,0.8,64382,3664.67,2726.07,-28.76,25.4,8.78,9.03,9.07
94.62,0.77,64422,3659.86,2721.27,-28.67,25.4,8.78,9.03,9.07
94.72,0.67,64396,3662.99,2724.39,-28.59,25.4,8.78,9.03,9.07
94.82,0.46,64380,3664.91,2726.32,-28.49,25.4,8.75,9.02,9.07
94.92,0.15,64423,3659.74,2721.15,-28.4,25.4,8.78,9.03,9.07
95.02,-0.25,64483,3652.54,2713.94,-28.41,25.4,8.78,9.03,9.07
95.12,-0.73,64510,3649.3,2710.7,-28.43,25.4,8.78,9.03,9.07
95.22,-1.25,64522,3647.86,2709.26,-28.47,25.4,8.78,9.03,9.07
95.32,-1.75,64554,3644.02,2705.43,-28.57,25.4,8.78,9.03,9.07
95.42,-2.16,64572,3641.86,2703.27,-28.8,25.4,8.78,9.03,9.07
95.52,-2.41,64532,3646.66,2708.07,-29.04,25.4,8.78,9.03,9.07
95.62,-2.45,64578,3641.14,2702.55,-29.31,25.4,8.78,9.02,9.07
95.72,-2.27,64651,3632.4,2693.8,-29.58,25.4,8.78,9.03,9.07
95.82,-1.91,64652,3632.28,2693.68,-29.9,25.4,8.78,9.03,9.07
95.92,-1.43,64602,3638.27,2699.67,-30.05,25.4,8.75,9.02,9.07
96.02,-0.88,64665,3630.72,2692.12,-30.23,25.4,8.78,9.03,9.08
96.12,-0.28,64716,3624.61,2686.02,-30.31,25.4,8.78,9.03,9.07
96.22,0.37,64659,3631.44,2692.84,-30.34,25.4,8.78,9.03,9.07
96.32,1.09,64744,3621.26,2682.67,-30.3,25.4,8.78,9.03,9.07
96.42,1.87,64850,3608.59,2670,-30.24,25.4,8.78,9.03,9.07
96.52,2.6,64862,3607.16,2668.56,-30.07,25.4,8.78,9.03,9.07
96.62,3.21,64897,3602.98,2664.38,-29.79,25.4,8.78,9.03,9.07
96.72,3.61,64926,3599.52,2660.92,-29.37,25.4,8.78,9.03,9.07
96.82,3.79,64934,3598.56,2659.97,-28.97,25.4,8.78,9.03,9.08
96.92,3.78,64960,3595.46,2656.86,-28.56,25.4,8.78,9.03,9.07
97.02,3.64,65037,3586.28,2647.68,-28.21,25.4,8.75,9.02,9.07
97.12,3.39,65035,3586.51,2647.92,-27.81,25.4,8.78,9.03,9.07
97.22,3.03,65045,3585.32,2646.73,-27.43,25.4,8.78,9.03,9.07
97.32,2.54,64971,3594.15,2655.55,-27.12,25.4,8.78,9.03,9.07
97.42,1.91,65047,3585.08,2646.49,-26.89,25.4,8.78,9.03,9.08
97.52,1.2,65070,3582.34,2643.75,-26.61,25.4,8.78,9.05,9.07
97.62,0.46,65072,3582.1,2643.51,-26.47,25.4,8.78,9.02,9.07
97.72,-0.24,65127,3575.55,2636.96,-26.49,25.4,8.78,9.03,9.07
97.82,-0.87,65197,3567.22,2628.63,-26.55,25.4,8.78,9.03,9.07
97.92,-1.42,65013,3589.14,2650.54,-26.62,25.4,8.78,9.03,9.07
98.02,-1.9,65156,3572.1,2633.51,-26.75,25.3,8.78,9.03,9.07
98.12,-2.29,65162,3571.39,2632.79,-26.97,25.3,8.75,9.02,9.05
98.22,-2.49,65251,3560.8,2622.21,-27.19,25.3,8.79,9.03,9.08
98.32,-2.44,65233,3562.94,2624.35,-27.51,25.3,8.78,9.03,9.07
98.42,-2.11,65278,3557.59,2619,-27.84,25.3,8.78,9.03,9.08
98.52,-1.56,65317,3552.96,2614.36,-28.09,25.3,8.78,9.03,9.07
98.62,-0.89,65284,3556.88,2618.28,-28.27,25.3,8.78,9.03,9.07
98.72,-0.19,65283,3557,2618.4,-28.32,25.3,8.78,9.03,9.07
98.82,0.54,65419,3540.85,2602.26,-28.32,25.3,8.78,9.03,9.07
98.92,1.3,65428,3539.78,2601.19,-28.28,25.3,8.78,9.03,9.07
99.02,2.09,65476,3534.09,2595.5,-28.2,25.3,8.78,9.03,9.07
99.12,2.86,65405,3542.51,2603.92,-28,25.3,8.78,9.03,9.07
99.22,3.49,65441,3538.24,2599.65,-27.68,25.3,8.75,9.02,9.07
99.32,3.86,65502,3531.01,2592.41,-27.25,25.3,8.78,9.03,9.07
99.42,3.96,65550,3525.32,2586.73,-26.84,25.3,8.78,9.03,9.07
99.52,3.8,65458,3536.22,2597.63,-26.38,25.3,8.78,9.03,9.07
99.62,3.41,65554,3524.85,2586.25,-25.95,25.3,8.78,9.03,9.07
99.72,2.8,65648,3513.72,2575.13,-25.63,25.3,8.78,9.03,9.07
99.82,1.97,65626,3516.32,2577.73,-25.35,25.3,8.78,9.03,9.07
99.92,0.94,65638,3514.9,2576.31,-25.01,25.3,8.78,9.03,9.07
100.02,-0.23,65604,3518.93,2580.33,-24.91,25.3,8.78,9.03,9.07
100.12,-1.44,65678,3510.17,2571.58,-24.92,25.3,8.78,9.03,9.07
100.22,-2.59,65723,3504.85,2566.26,-25.13,25.3,8.78,9.03,9.07
100.32,-3.65,65774,3498.83,2560.23,-25.42,25.3,8.73,9,9.05
100.42,-4.63,65746,3502.14,2563.54,-25.75,25.3,8.78,9.03,9.07
100.52,-5.56,65735,3503.44,2564.84,-26.25,25.3,8.78,9.03,9.07
100.62,-6.42,65713,3506.04,2567.44,-26.79,25.3,8.78,9.03,9.07
100.72,-7.15,65690,3508.75,2570.16,-27.43,25.3,8.78,9.03,9.07
100.82,-7.66,65776,3498.59,2560,-28.2,25.3,8.78,9.03,9.07
100.92,-7.91,65864,3488.2,2549.61,-29.03,25.3,8.78,9.03,9.07
101.02,-7.86,65859,3488.79,2550.2,-29.89,25.3,8.78,9.03,9.08
101.12,-7.5,65857,3489.03,2550.43,-30.69,25.3,8.78,9.03,9.07
101.22,-6.87,65821,3493.28,2554.68,-31.47,25.3,8.78,9.03,9.07
101.32,-6.01,65856,3489.15,2550.55,-32.24,25.3,8.78,9.03,9.07
101.42,-4.99,65913,3482.42,2543.83,-32.9,25.3,8.75,9.02,9.07
101.52,-3.86,65912,3482.54,2543.95,-33.34,25.3,8.78,9.03,9.07
101.62,-2.66,66015,3470.4,2531.81,-33.73,25.3,8.78,9.03,9.07
101.72,-1.45,66111,3459.11,2520.51,-34.05,25.3,8.78,9.03,9.07
101.82,-0.25,66090,3461.58,2522.98,-34.18,25.3,8.78,9.03,9.08
101.92,0.9,66131,3456.75,2518.16,-34.2,25.3,8.78,9.03,9.07
102.02,1.96,66195,3449.23,2510.64,-34.06,25.3,8.78,9.03,9.07
102.12,2.91,66231,3445,2506.41,-33.85,25.3,8.78,9.03,9.07
102.22,3.75,66289,3438.19,2499.6,-33.56,25.3,8.78,9.03,9.07
102.32,4.45,66268,3440.66,2502.06,-33.18,25.3,8.78,9.03,9.07
102.42,4.94,66175,3451.58,2512.99,-32.7,25.3,8.78,9.03,9.07
102.52,5.14,66296,3437.37,2498.78,-32.16,25.3,8.73,9.02,9.07
102.62,5,66287,3438.43,2499.83,-31.58,25.3,8.78,9.03,9.07
102.72,4.53,66343,3431.86,2493.26,-30.99,25.3,8.78,9.03,9.07
102.82,3.82,66365,3429.28,2490.68,-30.49,25.3,8.78,9.02,9.07
102.92,2.99,66426,3422.12,2483.53,-30.1,25.3,8.78,9.03,9.07
103.02,2.12,66466,3417.44,2478.84,-29.82,25.3,8.78,9.03,9.07
103.12,1.25,66470,3416.97,2478.38,-29.64,25.3,8.78,9.03,9.07
103.22,0.37,66487,3414.98,2476.39,-29.49,25.3,8.78,9.03,9.07
103.32,-0.53,66510,3412.29,2473.69,-29.43,25.3,8.78,9.03,9.07
103.42,-1.43,66482,3415.57,2476.97,-29.49,25.3,8.78,9.03,9.08
103.52,-2.26,66458,3418.38,2479.78,-29.62,25.3,8.78,9.03,9.07
103.62,-2.96,66527,3410.3,2471.7,-29.87,25.3,8.73,9.02,9.07
103.72,-3.48,66581,3403.98,2465.39,-30.25,25.3,8.78,9.02,9.07
103.82,-3.81,66610,3400.59,2461.99,-30.61,25.3,8.78,9.03,9.07
103.92,-3.92,66679,3392.53,2453.93,-31,25.3,8.78,9.03,9.07
104.02,-3.79,66680,3392.41,2453.81,-31.42,25.3,8.78,9.03,9.07
104.12,-3.38,66707,3389.26,2450.66,-31.85,25.3,8.78,9.03,9.08
104.22,-2.72,66722,3387.5,2448.91,-32.29,25.3,8.78,9.03,9.07
104.32,-1.89,66728,3386.8,2448.21,-32.59,25.3,8.78,9.03,9.07
104.42,-0.99,66750,3384.24,2445.64,-32.74,25.3,8.78,9.03,9.07
104.52,-0.13,66783,3380.38,2441.79,-32.85,25.3,8.78,9.03,9.07
104.62,0.68,66783,3380.38,2441.79,-32.83,25.3,8.78,9.03,9.07
104.72,1.47,66807,3377.58,2438.99,-32.76,25.3,8.73,9.02,9.05
104.82,2.3,66853,3372.22,2433.63,-32.62,25.3,8.78,9.03,9.07
104.92,3.22,66930,3363.25,2424.66,-32.4,25.3,8.78,9.03,9.07
105.02,4.18,67041,3350.33,2411.74,-32.13,25.2,8.78,9.03,9.07
105.12,5.07,67080,3345.8,2407.2,-31.72,25.2,8.78,9.03,9.07
105.22,5.73,67030,3351.61,2413.02,-31.18,25.2,8.78,9.03,9.07
105.32,6.05,67021,3352.66,2414.06,-30.5,25.2,8.78,9.03,9.07
105.42,5.98,67060,3348.12,2409.53,-29.81,25.2,8.78,9.03,9.07
105.52,5.61,67084,3345.33,2406.74,-29.14,25.2,8.78,9.03,9.07
105.62,5.07,67105,3342.89,2404.3,-28.57,25.2,8.78,9.03,9.07
105.72,4.49,67191,3332.9,2394.31,-28.08,25.2,8.78,9.02,9.07
105.82,3.9,67193,3332.67,2394.08,-27.65,25.2,8.73,9.02,9.07
105.92,3.26,67197,3332.21,2393.61,-27.28,25.2,8.78,9.03,9.08
106.02,2.48,67244,3326.75,2388.16,-26.9,25.2,8.78,9.03,9.07
106.12,1.53,67288,3321.65,2383.05,-26.6,25.2,8.78,9.03,9.07
106.22,0.44,67322,3317.71,2379.11,-26.41,25.2,8.78,9.03,9.07
106.32,-0.69,67245,3326.63,2388.04,-26.36,25.2,8.78,9.03,9.07
106.42,-1.75,67243,3326.87,2388.27,-26.44,25.2,8.78,9.03,9.07
106.52,-2.68,67214,3330.23,2391.64,-26.68,25.2,8.78,9.03,9.08
106.62,-3.45,67259,3325.01,2386.42,-26.98,25.2,8.78,9.03,9.08
106.72,-4.04,67329,3316.89,2378.3,-27.31,25.2,8.78,9.03,9.07
106.82,-4.41,67413,3307.16,2368.57,-27.74,25.2,8.78,9.03,9.07
106.92,-4.49,67424,3305.89,2367.3,-28.23,25.2,8.73,9.02,9.07
107.02,-4.27,67496,3297.56,2358.96,-28.76,25.2,8.78,9.03,9.07
107.12,-3.77,67453,3302.53,2363.94,-29.28,25.2,8.78,9.03,9.07
107.22,-3.09,67416,3306.82,2368.22,-29.66,25.2,8.78,9.03,9.07
107.32,-2.32,67364,3312.84,2374.24,-29.95,25.2,8.78,9.03,9.08
107.42,-1.51,67516,3295.25,2356.65,-30.18,25.2,8.78,9.03,9.07
107.52,-0.64,67606,3284.84,2346.25,-30.35,25.2,8.78,9.03,9.07
107.62,0.32,67668,3277.68,2339.09,-30.41,25.2,8.78,9.03,9.07
107.72,1.39,67699,3274.11,2335.51,-30.45,25.2,8.78,9.03,9.07
107.82,2.53,67689,3275.26,2336.67,-30.31,25.2,8.78,9.03,9.07
107.92,3.66,67662,3278.38,2339.78,-30.06,25.2,8.78,9.03,9.07
108.02,4.73,67595,3286.11,2347.52,-29.64,25.2,8.73,9.02,9.07
108.12,5.66,67639,3281.03,2342.44,-29.16,25.2,8.78,9.03,9.08
108.22,6.36,67730,3270.53,2331.94,-28.61,25.2,8.78,9.03,9.07
108.32,6.77,67824,3259.69,2321.1,-27.89,25.2,8.78,9.02,9.07
108.42,6.81,67862,3255.32,2316.72,-27.16,25.2,8.78,9.03,9.07
108.52,6.51,67930,3247.49,2308.89,-26.37,25.2,8.78,9.03,9.07
108.62,5.96,67907,3250.14,2311.54,-25.67,25.2,8.78,9.03,9.07
108.72,5.32,67839,3257.97,2319.37,-25.09,25.2,8.78,9.03,9.07
108.82,4.65,67913,3249.45,2310.85,-24.58,25.2,8.78,9.03,9.07
108.92,3.92,67924,3248.18,2309.58,-24.13,25.2,8.78,9.03,9.07
109.02,3.05,67939,3246.45,2307.86,-23.73,25.2,8.78,9.03,9.07
109.12,1.93,67991,3240.47,2301.88,-23.35,25.2,8.75,9.02,9.07
109.22,0.58,67956,3244.5,2305.9,-23.08,25.2,8.78,9.03,9.07
109.32,-0.91,67974,3242.43,2303.83,-22.96,25.2,8.78,9.03,9.08
109.42,-2.39,67991,3240.47,2301.88,-23.11,25.2,8.78,9.03,9.07
109.52,-3.72,68043,3234.49,2295.9,-23.38,25.2,8.78,9.03,9.07
109.62,-4.85,68045,3234.26,2295.67,-23.8,25.2,8.78,9.03,9.07
109.72,-5.77,68123,3225.31,2286.71,-24.31,25.2,8.78,9.03,9.08
109.82,-6.53,68063,3232.2,2293.6,-24.92,25.2,8.78,9.03,9.07
109.92,-7.17,68105,3227.37,2288.78,-25.6,25.2,8.78,9.03,9.07
110.02,-7.69,68004,3238.98,2300.38,-26.31,25.2,8.78,9.03,9.07
110.12,-8.05,68106,3227.26,2288.66,-27.09,25.2,8.78,9.03,9.07
110.22,-8.17,68162,3220.83,2282.24,-27.92,25.2,8.75,9.02,9.07
110.32,-7.98,68123,3225.31,2286.71,-28.82,25.2,8.78,9.03,9.07
110.42,-7.5,68216,3214.64,2276.04,-29.69,25.2,8.78,9.03,9.07
110.52,-6.78,68193,3217.27,2278.68,-30.49,25.2,8.78,9.03,9.07
110.62,-5.92,68308,3204.09,2265.5,-31.17,25.2,8.78,9.03,9.07
110.72,-4.98,68377,3196.19,2257.59,-31.73,25.2,8.78,9.03,9.07
110.82,-4,68367,3197.33,2258.74,-32.25,25.2,8.78,9.03,9.07
110.92,-2.95,68373,3196.65,2258.05,-32.69,25.2,8.78,9.03,9.07
111.02,-1.84,68322,3202.49,2263.89,-32.98,25.2,8.78,9.03,9.07
111.12,-0.71,68344,3199.97,2261.37,-33.17,25.2,8.78,9.03,9.07
111.22,0.37,68419,3191.38,2252.79,-33.24,25.2,8.78,9.03,9.07
111.32,1.38,68526,3179.15,2240.56,-33.18,25.2,8.75,9.02,9.07
111.42,2.3,68586,3172.3,2233.7,-33.01,25.2,8.78,9.03,9.07
111.52,3.16,68529,3178.81,2240.21,-32.78,25.2,8.78,9.03,9.07
111.62,3.95,68589,3171.95,2233.36,-32.46,25.1,8.78,9.03,9.07
111.72,4.65,68604,3170.24,2231.65,-32.08,25.1,8.78,9.03,9.07
111.82,5.2,68669,3162.82,2224.23,-31.58,25.1,8.78,9.03,9.07
111.92,5.56,68704,3158.83,2220.24,-31.05,25.1,8.78,9.03,9.07
112.02,5.74,68714,3157.69,2219.1,-30.36,25.1,8.78,9.03,9.07
112.12,5.78,68690,3160.43,2221.84,-29.8,25.1,8.78,9.03,9.07
112.22,5.69,68691,3160.32,2221.72,-29.27,25.1,8.78,9.03,9.07
112.32,5.44,68783,3149.83,2211.24,-28.69,25.1,8.78,9.03,9.07
112.42,5.01,68808,3146.98,2208.39,-28.05,25.1,8.75,9.02,9.07
112.52,4.4,68795,3148.46,2209.87,-27.5,25.1,8.78,9.03,9.07
112.62,3.67,68824,3145.16,2206.57,-27.04,25.1,8.78,9.03,9.07
112.72,2.91,68882,3138.56,2199.96,-26.7,25.1,8.78,9.03,9.07
112.82,2.21,68920,3134.24,2195.64,-26.42,25.1,8.78,9.03,9.07
112.92,1.57,68977,3127.76,2189.16,-26.22,25.1,8.78,9.03,9.07
113.02,0.92,68924,3133.78,2195.19,-26.07,25.1,8.78,9.03,9.07
113.12,0.2,68946,3131.28,2192.69,-25.98,25.1,8.78,9.03,9.07
113.22,-0.61,68995,3125.71,2187.12,-25.91,25.1,8.78,9.03,9.08
113.32,-1.48,68976,3127.87,2189.28,-25.91,25.1,8.78,9.03,9.07
113.42,-2.3,68994,3125.82,2187.23,-26.1,25.1,8.78,9.03,9.07
113.52,-2.99,69027,3122.08,2183.48,-26.37,25.1,8.73,9.02,9.07
113.62,-3.51,69073,3116.85,2178.26,-26.73,25.1,8.78,9.03,9.07
113.72,-3.84,69070,3117.19,2178.6,-27.08,25.1,8.78,9.03,9.07
113.82,-4.03,69084,3115.6,2177.01,-27.48,25.1,8.78,9.03,9.07
113.92,-4.1,69113,3112.31,2173.72,-27.92,25.1,8.78,9.03,9.07
114.02,-4.07,69069,3117.31,2178.71,-28.36,25.1,8.78,9.03,9.07
114.12,-3.93,69218,3100.4,2161.81,-28.75,25.1,8.78,9.03,9.07
114.22,-3.65,69232,3098.82,2160.22,-29.14,25.1,8.78,9.03,9.07
114.32,-3.19,69224,3099.72,2161.13,-29.57,25.1,8.78,9.03,9.08
114.42,-2.54,69091,3114.81,2176.21,-29.94,25.1,8.78,9.03,9.07
114.52,-1.74,69297,3091.46,2152.86,-30.21,25.1,8.78,9.03,9.07
114.62,-0.78,69313,3089.64,2151.05,-30.4,25.1,8.73,9.02,9.05
114.72,0.27,69412,3078.44,2139.85,-30.48,25.1,8.78,9.03,9.07
114.82,1.4,69458,3073.24,2134.65,-30.46,25.1,8.78,9.03,9.07
114.92,2.55,69481,3070.64,2132.05,-30.37,25.1,8.78,9.03,9.07
115.02,3.65,69476,3071.21,2132.61,-30.12,25.1,8.78,9.03,9.07
115.12,4.61,69414,3078.22,2139.62,-29.68,25.1,8.78,9.03,9.08
115.22,5.36,69319,3088.97,2150.37,-29.21,25.1,8.78,9.03,9.07
115.32,5.87,69339,3086.7,2148.11,-28.61,25.1,8.78,9.03,9.07
115.42,6.17,69572,3060.37,2121.77,-27.99,25.1,8.78,9.03,9.07
115.52,6.29,69686,3047.51,2108.92,-27.34,25.1,8.78,9.03,9.07
115.62,6.23,69691,3046.95,2108.35,-26.72,25.1,8.78,9.03,9.07
115.72,5.95,69611,3055.97,2117.37,-26.04,25.1,8.73,9.02,9.07
115.82,5.4,69627,3054.16,2115.57,-25.42,25.1,8.78,9.03,9.07
115.92,4.56,69673,3048.98,2110.38,-24.83,25.1,8.78,9.03,9.07
116.02,3.46,69706,3045.26,2106.66,-24.26,25.1,8.78,9.03,9.08
116.12,2.17,69704,3045.48,2106.89,-23.9,25.1,8.78,9.03,9.07
116.22,0.75,69750,3040.3,2101.7,-23.72,25.1,8.78,9.03,9.07
116.32,-0.72,69788,3036.02,2097.43,-23.65,25.1,8.78,9.03,9.07
116.42,-2.21,69785,3036.36,2097.76,-23.65,25.1,8.78,9.03,9.07
116.52,-3.61,69784,3036.47,2097.88,-23.89,25.1,8.78,9.03,9.07
116.62,-4.81,69771,3037.93,2099.34,-24.28,25.1,8.78,9.03,9.07
116.72,-5.7,69755,3039.74,2101.14,-24.84,25.1,8.78,9.03,9.07
116.82,-6.21,69779,3037.03,2098.44,-25.48,25.1,8.73,9.02,9.07
116.92,-6.35,69841,3030.05,2091.46,-26.18,25.1,8.78,9.03,9.07
117.02,-6.24,69862,3027.69,2089.1,-26.86,25.1,8.78,9.03,9.08
117.12,-5.95,69776,3037.37,2098.78,-27.51,25.1,8.78,9.03,9.07
117.22,-5.45,69884,3025.22,2086.62,-28.09,25.1,8.78,9.03,9.07
117.32,-4.63,69894,3024.09,2085.5,-28.62,25.1,8.78,9.03,9.07
117.42,-3.37,69980,3014.43,2075.83,-29.21,25.1,8.78,9.03,9.07
117.52,-1.62,70011,3010.95,2072.35,-29.7,25.1,8.78,9.03,9.07
117.62,0.48,70069,3004.44,2065.84,-29.96,25,8.78,9.03,9.07
117.72,2.71,70028,3009.04,2070.44,-29.89,25,8.78,9.03,9.07
117.82,4.85,70091,3001.97,2063.37,-29.59,25,8.78,9.03,9.07
117.92,6.73,70081,3003.09,2064.49,-29.01,25,8.73,9.02,9.07
118.02,8.27,70101,3000.85,2062.25,-28.32,25,8.78,9.03,9.07
118.12,9.44,70180,2991.99,2053.39,-27.44,25,8.78,9.03,9.07
118.22,10.2,70304,2978.1,2039.51,-26.44,25,8.76,9.03,9.07
118.32,10.52,70329,2975.3,2036.71,-25.3,25,8.76,9.03,9.07
118.42,10.38,70318,2976.53,2037.94,-24.19,25,8.78,9.03,9.07
118.52,9.74,70290,2979.67,2041.07,-23.09,25,8.78,9.03,9.07
118.62,8.6,70355,2972.39,2033.8,-22.05,25,8.78,9.03,9.07
118.72,6.97,70370,2970.72,2032.12,-21.08,25,8.78,9.03,9.07
118.82,4.92,70364,2971.39,2032.79,-20.26,25,8.78,9.03,9.07
118.92,2.55,70395,2967.92,2029.33,-19.75,25,8.78,9.03,9.07
119.02,-0.01,70342,2973.85,2035.25,-19.5,25,8.73,9.02,9.07
119.12,-2.63,70382,2969.38,2030.78,-19.47,25,8.78,9.03,9.07
119.22,-5.19,70408,2966.47,2027.87,-19.74,25,8.78,9.03,9.07
119.32,-7.59,70375,2970.16,2031.56,-20.27,25,8.78,9.03,9.07
119.42,-9.69,70427,2964.35,2025.75,-21.08,25,8.78,9.03,9.07
119.52,-11.38,70436,2963.34,2024.74,-22.13,25,8.78,9.03,9.07
119.62,-12.56,70427,2964.35,2025.75,-23.37,25,8.78,9.03,9.07
119.72,-13.18,70365,2971.28,2032.68,-24.69,25,8.78,9.03,9.08
119.82,-13.22,70357,2972.17,2033.58,-26.13,25,8.78,9.03,9.08
119.92,-12.72,70309,2977.54,2038.95,-27.54,25,8.78,9.03,9.07
120.02,-11.71,70496,2956.64,2018.04,-28.89,25,8.78,9.03,9.07
120.12,-10.25,70537,2952.06,2013.47,-30.13,25,8.73,9.02,9.07
120.22,-8.38,70557,2949.83,2011.23,-31.22,25,8.78,9.03,9.07
120.32,-6.18,70550,2950.61,2012.01,-32.11,25,8.78,9.03,9.08
120.42,-3.76,70714,2932.32,1993.73,-32.78,25,8.78,9.03,9.07
120.52,-1.25,70761,2927.09,1988.5,-33.18,25,8.78,9.03,9.07
120.62,1.16,70770,2926.09,1987.49,-33.32,25,8.78,9.02,9.07
120.72,3.35,70732,2930.32,1991.73,-33.08,25,8.78,9.03,9.07
120.82,5.17,70740,2929.43,1990.83,-32.72,25,8.78,9.03,9.07
120.92,6.56,70876,2914.3,1975.7,-32.16,25,8.78,9.03,9.07
121.02,7.46,70931,2908.18,1969.59,-31.39,25,8.78,9.03,9.07
121.12,7.84,70953,2905.74,1967.14,-30.56,25,8.78,9.03,9.07
121.22,7.74,70930,2908.29,1969.7,-29.7,25,8.73,9.02,9.07
121.32,7.21,70958,2905.18,1966.59,-28.82,25,8.78,9.03,9.07
121.42,6.34,70979,2902.85,1964.26,-28.07,25,8.78,9.03,9.07
121.52,5.17,71041,2895.97,1957.37,-27.42,25,8.78,9.03,9.07
121.62,3.71,71069,2892.86,1954.27,-26.85,25,8.78,9.03,9.07
121.72,2.04,71073,2892.42,1953.82,-26.41,25,8.76,9.03,9.07
121.82,0.26,71104,2888.98,1950.39,-26.19,25,8.78,9.03,9.08
121.92,-1.47,71065,2893.31,1954.71,-26.12,25,8.78,9.03,9.07
122.02,-2.98,71055,2894.42,1955.82,-26.36,25,8.78,9.03,9.07
122.12,-4.15,71026,2897.63,1959.04,-26.77,25,8.78,9.03,9.07
122.22,-4.88,71017,2898.63,1960.04,-27.2,25,8.78,9.03,9.07
122.32,-5.16,71100,2889.42,1950.83,-27.73,25,8.73,9.02,9.05
122.42,-5,71210,2877.23,1938.64,-28.38,25,8.76,9.03,9.07
122.52,-4.48,71226,2875.46,1936.87,-28.97,25,8.78,9.03,9.07
122.62,-3.69,71183,2880.22,1941.63,-29.45,25,8.76,9.03,9.07
122.72,-2.7,71074,2892.31,1953.71,-29.79,25,8.78,9.03,9.07
122.82,-1.51,71320,2865.06,1926.46,-30.07,25,8.78,9.03,9.07
122.92,-0.17,71310,2866.16,1927.57,-30.29,25,8.78,9.03,9.08
123.02,1.28,71332,2863.73,1925.14,-30.38,25,8.78,9.03,9.07
123.12,2.69,71402,2855.99,1917.4,-30.25,24.9,8.78,9.03,9.07
123.22,3.91,71442,2851.57,1912.98,-29.9,24.9,8.76,9.03,9.07
123.32,4.83,71482,2847.15,1908.56,-29.42,24.9,8.78,9.03,9.07
123.42,5.42,71565,2837.99,1899.4,-28.89,24.9,8.73,9.02,9.07
123.52,5.68,71573,2837.11,1898.52,-28.34,24.9,8.76,9.02,9.07
123.62,5.62,71537,2841.08,1902.49,-27.73,24.9,8.78,9.03,9.07
123.72,5.24,71567,2837.77,1899.18,-27.07,24.9,8.78,9.03,9.07
123.82,4.54,71621,2831.82,1893.22,-26.51,24.9,8.76,9.03,9.07
123.92,3.52,71621,2831.82,1893.22,-26,24.9,8.78,9.03,9.07
124.02,2.25,71667,2826.75,1888.15,-25.62,24.9,8.78,9.03,9.07
124.12,0.8,71680,2825.32,1886.72,-25.35,24.9,8.78,9.03,9.07
124.22,-0.69,71586,2835.68,1897.08,-25.23,24.9,8.78,9.03,9.07
124.32,-2.14,71675,2825.87,1887.27,-25.32,24.9,8.78,9.03,9.07
124.42,-3.46,71703,2822.78,1884.19,-25.6,24.9,8.78,9.03,9.07
124.52,-4.62,71658,2827.74,1889.14,-25.98,24.9,8.73,9.02,9.07
124.62,-5.6,71659,2827.63,1889.03,-26.46,24.9,8.76,9.02,9.07
124.72,-6.39,71696,2823.55,1884.96,-26.97,24.9,8.78,9.03,9.07
124.82,-6.92,71792,2812.98,1874.39,-27.72,24.9,8.78,9.03,9.07
124.92,-7.18,71825,2809.35,1870.76,-28.49,24.9,8.78,9.03,9.07
125.02,-7.15,71863,2805.18,1866.58,-29.22,24.9,8.76,9.03,9.07
125.12,-6.83,71801,2811.99,1873.4,-29.98,24.9,8.78,9.03,9.07
125.22,-6.26,71793,2812.87,1874.28,-30.71,24.9,8.78,9.03,9.07
125.32,-5.49,71853,2806.27,1867.68,-31.36,24.9,8.78,9.03,9.07
125.42,-4.53,71974,2792.98,1854.38,-31.96,24.9,8.78,9.03,9.07
125.52,-3.47,72037,2786.06,1847.47,-32.43,24.9,8.78,9.03,9.07
125.62,-2.39,72030,2786.83,1848.24,-32.77,24.9,8.73,9,9.05
125.72,-1.32,72011,2788.92,1850.32,-33,24.9,8.76,9.03,9.07
125.82,-0.32,72133,2775.54,1836.94,-33.11,24.9,8.78,9.03,9.07
125.92,0.59,72155,2773.12,1834.53,-33.13,24.9,8.78,9.02,9.07
126.02,1.41,72200,2768.19,1829.6,-33.08,24.9,8.78,9.03,9.07
126.12,2.09,72186,2769.73,1831.13,-32.92,24.9,8.78,9.03,9.08
126.22,2.64,72206,2767.54,1828.94,-32.64,24.9,8.78,9.03,9.07
126.32,3.01,72222,2765.79,1827.19,-32.38,24.9,8.78,9.03,9.07
126.42,3.22,72223,2765.68,1827.08,-32.07,24.9,8.76,9.03,9.07
126.52,3.27,72248,2762.94,1824.34,-31.7,24.9,8.78,9.03,9.07
126.62,3.2,72315,2755.61,1817.01,-31.33,24.9,8.76,9.03,9.07
126.72,3.09,72326,2754.4,1815.81,-31,24.9,8.73,9.02,9.07
126.82,2.97,72388,2747.63,1809.03,-30.72,24.9,8.78,9.03,9.08
126.92,2.86,72431,2742.93,1804.33,-30.43,24.9,8.78,9.03,9.07
127.02,2.71,72404,2745.88,1807.28,-30.17,24.9,8.78,9.03,9.07
