time,acceleration,pressure,altitude,height,speed,temperature,drogue_voltage,main_voltage,battery_voltage
8.69,-17.12,72391,2747.3,1808.7,283.44,26,9.03,9.03,9.07
8.7,-17.22,72391,2747.3,1808.7,283.27,26,9.03,9.02,9.08
8.71,-17.31,72358,2750.9,1812.31,283.1,26,9.05,9.03,9.07
8.72,-17.4,72309,2756.26,1817.67,282.93,26,9.05,9.03,9.07
8.73,-17.49,72277,2759.76,1821.17,282.76,26,9.05,9.03,9.07
8.74,-17.58,72252,2762.5,1823.91,282.59,26,9.05,9.03,9.08
8.75,-17.67,72221,2765.89,1827.3,282.41,26,9.05,9.03,9.07
8.76,-17.75,72193,2768.96,1830.37,282.24,26,9.03,9.03,9.07
8.77,-17.83,72171,2771.37,1832.78,282.06,26,9.05,9.03,9.07
8.78,-17.91,72136,2775.21,1836.61,281.88,26,9.07,9.03,9.07
8.79,-17.99,72112,2777.84,1839.24,281.7,26,9.07,9.03,9.07
8.8,-18.06,72081,2781.24,1842.64,281.52,26,9.02,9.02,9.07
8.81,-18.14,72081,2781.24,1842.64,281.34,26,9.07,9.03,9.08
8.82,-18.21,72047,2784.97,1846.37,281.16,26,9.05,9.02,9.07
8.83,-18.27,71995,2790.67,1852.08,280.98,26,9.05,9.03,9.07
8.84,-18.34,71978,2792.54,1853.95,280.79,26,9.07,9.03,9.08
8.85,-18.4,71957,2794.85,1856.25,280.6,26,9.05,9.03,9.08
8.86,-18.46,71928,2798.03,1859.44,280.42,26,9.07,9.03,9.08
8.87,-18.52,71907,2800.34,1861.74,280.23,26,9.05,9.03,9.08
8.88,-18.58,71886,2802.65,1864.05,280.03,26,9.07,9.03,9.08
8.89,-18.63,71863,2805.18,1866.58,279.84,26,9.07,9.05,9.07
8.9,-18.68,71837,2808.03,1869.44,279.65,26,9.07,9.03,9.08
8.91,-18.73,71821,2809.79,1871.2,279.46,26,9.02,9.03,9.08
8.92,-18.78,71821,2809.79,1871.2,279.26,26,9.05,9.03,9.08
8.93,-18.82,71796,2812.54,1873.95,279.06,26,9.05,9.02,9.07
8.94,-18.86,71749,2817.72,1879.12,278.87,26,9.07,9.03,9.08
8.95,-18.89,71730,2819.81,1881.21,278.67,26,9.07,9.03,9.08
8.96,-18.93,71716,2821.35,1882.76,278.47,26,9.07,9.03,9.08
8.97,-18.96,71694,2823.77,1885.18,278.27,26,9.07,9.03,9.07
8.98,-18.99,71680,2825.32,1886.72,278.07,26,9.07,9.03,9.07
8.99,-19.01,71650,2828.62,1890.03,277.86,26,9.07,9.03,9.08
9,-19.04,71631,2830.72,1892.12,277.66,26,9.07,9.05,9.07
9.01,-19.06,71604,2833.69,1895.1,277.46,26,9.07,9.03,9.07
9.02,-19.07,71577,2836.67,1898.07,277.26,26,9.02,9.03,9.07
9.03,-19.09,71577,2836.67,1898.07,277.06,26,9.05,9.02,9.08
9.04,-19.1,71552,2839.43,1900.83,276.86,26,9.05,9.02,9.07
9.05,-19.11,71506,2844.5,1905.91,276.65,26,9.07,9.03,9.07
9.06,-19.12,71475,2847.93,1909.33,276.45,26,9.07,9.03,9.08
9.07,-19.12,71458,2849.8,1911.21,276.25,26,9.05,9.03,9.07
9.08,-19.13,71434,2852.45,1913.86,276.05,26,9.07,9.03,9.07
9.09,-19.13,71419,2854.11,1915.52,275.86,26,9.05,9.03,9.08
9.1,-19.13,71398,2856.43,1917.84,275.66,26,9.07,9.03,9.07
9.11,-19.12,71376,2858.86,1920.27,275.47,26,9.07,9.03,9.07
9.12,-19.12,71361,2860.52,1921.93,275.27,26,9.07,9.03,9.08
9.13,-19.11,71333,2863.62,1925.02,275.08,26,9.02,9.02,9.07
9.14,-19.1,71333,2863.62,1925.02,274.89,26,9.05,9.02,9.08
9.15,-19.09,71303,2866.94,1928.34,274.7,26,9.05,9.02,9.07
9.16,-19.08,71263,2871.36,1932.77,274.51,26,9.07,9.03,9.08
9.17,-19.07,71239,2874.02,1935.43,274.32,26,9.05,9.03,9.08
9.18,-19.05,71217,2876.46,1937.86,274.13,26,9.07,9.03,9.08
9.19,-19.04,71197,2878.67,1940.08,273.95,26,9.07,9.03,9.08
9.2,-19.02,71179,2880.67,1942.07,273.76,26,9.07,9.03,9.07
9.21,-19,71152,2883.66,1945.06,273.57,26,9.07,9.03,9.07
9.22,-18.99,71126,2886.54,1947.95,273.39,26,9.05,9.03,9.07
9.23,-18.97,71103,2889.09,1950.5,273.2,26,9.05,9.03,9.08
9.24,-18.95,71075,2892.2,1953.6,273.02,26,9.02,9.02,9.07
9.25,-18.93,71075,2892.2,1953.6,272.83,26,9.05,9.03,9.08
9.26,-18.91,71038,2896.3,1957.71,272.65,26,9.05,9.02,9.07
9.27,-18.89,70972,2903.63,1965.03,272.46,26,9.07,9.03,9.08
9.28,-18.86,70929,2908.41,1969.81,272.28,26,9.07,9.03,9.08
9.29,-18.84,70893,2912.41,1973.81,272.09,26,9.07,9.03,9.08
9.3,-18.82,70854,2916.74,1978.15,271.91,26,9.05,9.03,9.08
9.31,-18.8,70818,2920.75,1982.15,271.72,26,9.05,9.03,9.08
9.32,-18.78,70799,2922.86,1984.27,271.53,26,9.05,9.03,9.07
9.33,-18.75,70778,2925.2,1986.6,271.35,26,9.07,9.05,9.07
9.34,-18.73,70748,2928.54,1989.94,271.16,26,9.07,9.03,9.07
9.35,-18.71,70723,2931.32,1992.73,270.97,26,9.02,9.03,9.07
9.36,-18.68,70723,2931.32,1992.73,270.79,26,9.05,9.03,9.08
9.37,-18.66,70698,2934.11,1995.51,270.6,26,9.05,9.03,9.07
9.38,-18.64,70652,2939.23,2000.64,270.41,26,9.05,9.03,9.08
9.39,-18.61,70608,2944.14,2005.54,270.23,26,9.07,9.03,9.08
9.4,-18.59,70588,2946.37,2007.77,270.04,26,9.07,9.03,9.07
9.41,-18.57,70570,2948.38,2009.78,269.86,26,9.07,9.03,9.07
9.42,-18.54,70540,2951.73,2013.13,269.67,26,9.05,9.03,9.07
9.43,-18.52,70518,2954.18,2015.59,269.49,26,9.07,9.03,9.07
9.44,-18.49,70492,2957.08,2018.49,269.31,26,9.07,9.03,9.08
9.45,-18.47,70468,2959.76,2021.17,269.12,26,9.05,9.03,9.07
9.46,-18.44,70448,2962,2023.4,268.93,26,9.02,9.02,9.07
9.47,-18.42,70448,2962,2023.4,268.74,26,9.05,9.02,9.08
9.48,-18.39,70423,2964.79,2026.2,268.56,26,9.05,9.02,9.07
9.49,-18.37,70383,2969.26,2030.67,268.37,26,9.05,9.03,9.08
9.5,-18.34,70360,2971.84,2033.24,268.18,26,9.07,9.03,9.07
9.51,-18.31,70347,2973.29,2034.7,267.99,26,9.07,9.05,9.08
9.52,-18.29,70328,2975.42,2036.82,267.8,26,9.05,9.03,9.08
9.53,-18.26,70309,2977.54,2038.95,267.61,26,9.07,9.03,9.07
9.54,-18.23,70292,2979.44,2040.85,267.42,26,9.07,9.03,9.07
9.55,-18.2,70279,2980.9,2042.3,267.23,26,9.07,9.03,9.08
9.56,-18.18,70258,2983.25,2044.66,267.04,26,9.07,9.05,9.07
9.57,-18.15,70226,2986.83,2048.24,266.85,26,9.02,9.03,9.07
9.58,-18.12,70226,2986.83,2048.24,266.66,26,9.05,9.02,9.08
9.59,-18.09,70209,2988.74,2050.14,266.48,26,9.05,9.02,9.07
9.6,-18.06,70170,2993.11,2054.51,266.29,26,9.05,9.03,9.07
9.61,-18.03,70153,2995.01,2056.42,266.11,26,9.05,9.03,9.08
9.62,-18,70132,2997.37,2058.77,265.93,26,9.07,9.03,9.07
9.63,-17.97,70118,2998.94,2060.34,265.75,26,9.05,9.03,9.07
9.64,-17.94,70097,3001.29,2062.7,265.57,26,9.07,9.03,9.08
9.65,-17.92,70083,3002.86,2064.27,265.4,26,9.07,9.03,9.07
9.66,-17.89,70068,3004.55,2065.95,265.22,26,9.07,9.03,9.08
9.67,-17.86,70059,3005.56,2066.96,265.05,26,9.05,9.03,9.07
9.68,-17.83,70041,3007.58,2068.98,264.87,26,9.02,9.02,9.07
9.69,-17.8,70041,3007.58,2068.98,264.7,26,9.05,9.02,9.08
9.7,-17.77,70017,3010.27,2071.68,264.53,26,9.05,9.02,9.07
9.71,-17.75,69989,3013.42,2074.82,264.35,26,9.07,9.03,9.07
9.72,-17.72,69972,3015.33,2076.73,264.18,26,9.07,9.03,9.08
9.73,-17.69,69943,3018.59,2079.99,264,26,9.07,9.03,9.07
9.74,-17.67,69925,3020.61,2082.01,263.83,26,9.07,9.03,9.08
9.75,-17.64,69897,3023.76,2085.16,263.66,26,9.05,9.03,9.08
9.76,-17.62,69869,3026.91,2088.31,263.49,26,9.05,9.03,9.07
9.77,-17.6,69853,3028.7,2090.11,263.32,26,9.07,9.05,9.08
9.78,-17.58,69826,3031.74,2093.15,263.14,26,9.05,9.03,9.07
9.79,-17.55,69791,3035.68,2097.09,262.97,26,9.02,9.02,9.07
9.8,-17.53,69791,3035.68,2097.09,262.8,26,9.05,9.02,9.08
9.81,-17.52,69748,3040.52,2101.93,262.63,26,9.05,9.02,9.05
9.82,-17.5,69694,3046.61,2108.01,262.45,26,9.07,9.03,9.08
9.83,-17.48,69668,3049.54,2110.94,262.28,26,9.05,9.03,9.08
9.84,-17.46,69630,3053.82,2115.23,262.11,26,9.07,9.03,9.07
9.85,-17.45,69595,3057.77,2119.18,261.93,26,9.07,9.03,9.08
9.86,-17.44,69562,3061.5,2122.9,261.76,26,9.05,9.03,9.07
9.87,-17.42,69532,3064.88,2126.29,261.59,26,9.07,9.03,9.08
9.88,-17.41,69501,3068.38,2129.79,261.42,26,9.05,9.03,9.08
9.89,-17.4,69467,3072.23,2133.63,261.24,26,9.07,9.03,9.08
9.9,-17.39,69446,3074.6,2136,261.07,26,9.02,9.03,9.07
9.91,-17.39,69446,3074.6,2136,260.9,26,9.05,9.02,9.08
9.92,-17.38,69410,3078.67,2140.07,260.73,26,9.05,9.02,9.07
9.93,-17.37,69358,3084.55,2145.96,260.55,26,9.05,9.03,9.07
9.94,-17.37,69326,3088.17,2149.58,260.38,26,9.07,9.03,9.08
9.95,-17.37,69308,3090.21,2151.62,260.21,26,9.07,9.03,9.07
9.96,-17.36,69290,3092.25,2153.65,260.04,26,9.07,9.03,9.08
9.97,-17.36,69277,3093.72,2155.13,259.87,26,9.05,9.03,9.08
9.98,-17.36,69249,3096.89,2158.3,259.7,26,9.07,9.03,9.08
9.99,-17.37,69220,3100.18,2161.58,259.53,26,9.07,9.03,9.07
10,-17.37,69211,3101.2,2162.6,259.36,26,9.07,9.05,9.08
10.01,-17.37,69187,3103.92,2165.32,259.19,26,9.02,9.03,9.07
10.02,-17.38,69187,3103.92,2165.32,259.01,26,9.05,9.03,9.08
10.03,-17.39,69155,3107.55,2168.95,258.84,26,9.05,9.02,9.07
10.04,-17.39,69116,3111.97,2173.38,258.67,26,9.05,9.03,9.08
10.05,-17.4,69075,3116.62,2178.03,258.49,26,9.07,9.03,9.07
10.06,-17.41,69054,3119.01,2180.41,258.32,26,9.07,9.03,9.08
10.07,-17.42,69035,3121.17,2182.57,258.15,26,9.07,9.05,9.08
10.08,-17.44,69009,3124.12,2185.53,257.97,26,9.07,9.03,9.07
10.09,-17.45,68981,3127.3,2188.71,257.8,26,9.07,9.03,9.07
10.1,-17.46,68958,3129.92,2191.32,257.62,26,9.05,9.03,9.07
10.11,-17.48,68935,3132.53,2193.94,257.45,26,9.07,9.03,9.07
10.12,-17.5,68913,3135.03,2196.44,257.27,26,9.02,9.02,9.07
10.13,-17.51,68913,3135.03,2196.44,257.09,26,9.05,9.03,9.08
10.14,-17.53,68882,3138.56,2199.96,256.92,26,9.05,9.03,9.07
10.15,-17.55,68854,3141.75,2203.15,256.74,26,9.07,9.03,9.07
10.16,-17.57,68837,3143.68,2205.09,256.57,26,9.05,9.03,9.07
10.17,-17.59,68814,3146.3,2207.71,256.39,26,9.07,9.03,9.08
10.18,-17.62,68790,3149.03,2210.44,256.22,26,9.07,9.03,9.08
10.19,-17.64,68771,3151.2,2212.6,256.04,26,9.05,9.03,9.07
10.2,-17.66,68752,3153.36,2214.77,255.87,26,9.07,9.03,9.08
10.21,-17.69,68734,3155.41,2216.82,255.7,26,9.07,9.03,9.08
10.22,-17.72,68705,3158.72,2220.12,255.52,26,9.07,9.03,9.08
10.23,-17.74,68690,3160.43,2221.84,255.35,26,9.02,9.03,9.07
10.24,-17.77,68690,3160.43,2221.84,255.17,26,9.05,9.03,9.08
10.25,-17.8,68666,3163.17,2224.57,255,26,9.05,9.02,9.07
10.26,-17.83,68629,3167.39,2228.79,254.82,26,9.05,9.03,9.08
10.27,-17.86,68610,3169.56,2230.96,254.65,26,9.07,9.03,9.08
10.28,-17.89,68595,3171.27,2232.67,254.47,26,9.07,9.03,9.08
10.29,-17.93,68573,3173.78,2235.19,254.3,26,9.07,9.03,9.07
10.3,-17.96,68553,3176.07,2237.47,254.12,26,9.07,9.03,9.07
10.31,-17.99,68532,3178.46,2239.87,253.95,26,9.07,9.03,9.08
10.32,-18.03,68514,3180.52,2241.93,253.77,26,9.07,9.03,9.07
10.33,-18.06,68492,3183.04,2244.44,253.6,26,9.07,9.03,9.07
10.34,-18.1,68478,3184.64,2246.04,253.42,26,9.02,9.02,9.07
10.35,-18.13,68478,3184.64,2246.04,253.25,26,9.05,9.03,9.08
10.36,-18.17,68455,3187.27,2248.67,253.07,26,9.05,9.03,9.07
10.37,-18.2,68440,3188.98,2250.39,252.89,26,9.07,9.03,9.07
10.38,-18.24,68413,3192.07,2253.48,252.71,26,9.07,9.03,9.08
10.39,-18.28,68399,3193.67,2255.08,252.53,26,9.07,9.03,9.08
10.4,-18.31,68378,3196.08,2257.48,252.35,26,9.05,9.03,9.07
10.41,-18.35,68361,3198.02,2259.43,252.17,26,9.05,9.03,9.07
10.42,-18.39,68346,3199.74,2261.14,251.98,26,9.07,9.03,9.07
10.43,-18.42,68324,3202.26,2263.66,251.8,26,9.07,9.03,9.07
10.44,-18.46,68311,3203.75,2265.15,251.61,26,9.07,9.05,9.08
10.45,-18.5,68292,3205.92,2267.33,251.43,26,9.03,9.03,9.07
10.46,-18.53,68292,3205.92,2267.33,251.24,26,9.05,9.02,9.08
10.47,-18.57,68254,3210.28,2271.68,251.05,26,9.05,9.02,9.07
10.48,-18.61,68203,3216.13,2277.53,250.86,26,9.05,9.03,9.07
10.49,-18.64,68181,3218.65,2280.06,250.67,26,9.07,9.03,9.08
10.5,-18.68,68139,3223.47,2284.87,250.48,26,9.07,9.03,9.07
10.51,-18.71,68112,3226.57,2287.97,250.29,26,9.05,9.03,9.08
10.52,-18.74,68084,3229.78,2291.19,250.1,26,9.07,9.03,9.08
10.53,-18.78,68055,3233.12,2294.52,249.91,26,9.05,9.03,9.07
10.54,-18.81,68021,3237.02,2298.43,249.72,26,9.05,9.03,9.08
10.55,-18.84,67987,3240.93,2302.34,249.52,26,9.05,9.03,9.08
10.56,-18.87,67961,3243.92,2305.33,249.33,26,9.02,9.02,9.07
10.57,-18.9,67961,3243.92,2305.33,249.14,26,9.05,9.02,9.08
10.58,-18.93,67928,3247.72,2309.12,248.94,26,9.05,9.02,9.07
10.59,-18.96,67886,3252.55,2313.96,248.75,26,9.07,9.03,9.07
10.6,-18.99,67856,3256.01,2317.41,248.56,26,9.07,9.03,9.08
10.61,-19.02,67822,3259.92,2321.33,248.37,26,9.05,9.03,9.08
10.62,-19.05,67801,3262.34,2323.75,248.17,26,9.07,9.03,9.08
10.63,-19.07,67779,3264.88,2326.29,247.98,26,9.05,9.03,9.08
10.64,-19.1,67762,3266.84,2328.25,247.79,26,9.07,9.03,9.08
10.65,-19.12,67729,3270.65,2332.05,247.6,26,9.05,9.03,9.07
10.66,-19.15,67711,3272.72,2334.13,247.4,26,9.05,9.03,9.07
10.67,-19.17,67697,3274.34,2335.74,247.21,26,9.02,9.03,9.07
10.68,-19.2,67697,3274.34,2335.74,247.02,26,9.05,9.03,9.08
10.69,-19.22,67662,3278.38,2339.78,246.83,26,9.07,9.03,9.07
10.7,-19.24,67629,3282.19,2343.59,246.63,26,9.07,9.03,9.07
10.71,-19.26,67602,3285.31,2346.71,246.44,26,9.07,9.03,9.07
10.72,-19.28,67584,3287.39,2348.79,246.25,26,9.07,9.03,9.07
10.73,-19.3,67565,3289.58,2350.99,246.05,26,9.07,9.03,9.07
10.74,-19.32,67547,3291.66,2353.07,245.86,26,9.07,9.03,9.07
10.75,-19.34,67519,3294.9,2356.3,245.67,26,9.07,9.03,9.07
10.76,-19.36,67507,3296.29,2357.69,245.48,26,9.07,9.03,9.08
10.77,-19.38,67485,3298.83,2360.24,245.28,26,9.05,9.03,9.07
10.78,-19.4,67460,3301.72,2363.13,245.09,26,9.02,9.02,9.07
10.79,-19.41,67460,3301.72,2363.13,244.9,26,9.05,9.02,9.08
10.8,-19.43,67433,3304.85,2366.25,244.71,26,9.05,9.02,9.07
10.81,-19.45,67402,3308.44,2369.84,244.51,26,9.07,9.03,9.07
10.82,-19.46,67386,3310.29,2371.7,244.32,26,9.07,9.03,9.08
10.83,-19.48,67363,3312.95,2374.36,244.13,26,9.05,9.03,9.07
10.84,-19.5,67342,3315.39,2376.79,243.93,26,9.07,9.05,9.07
10.85,-19.51,67321,3317.82,2379.23,243.74,26,9.07,9.03,9.08
10.86,-19.53,67301,3320.14,2381.55,243.55,26,9.05,9.03,9.07
10.87,-19.54,67285,3322,2383.4,243.35,26,9.07,9.03,9.08
10.88,-19.55,67268,3323.97,2385.37,243.16,26,9.07,9.05,9.08
10.89,-19.57,67245,3326.63,2388.04,242.96,26,9.02,9.03,9.07
10.9,-19.58,67245,3326.63,2388.04,242.77,26,9.05,9.02,9.08
10.91,-19.6,67223,3329.19,2390.59,242.57,26,9.05,9.02,9.07
10.92,-19.61,67192,3332.79,2394.19,242.37,26,9.05,9.03,9.07
10.93,-19.62,67165,3335.92,2397.33,242.17,26,9.07,9.03,9.07
10.94,-19.63,67146,3338.13,2399.53,241.98,26,9.07,9.03,9.07
10.95,-19.64,67130,3339.99,2401.39,241.78,26,9.07,9.02,9.07
10.96,-19.65,67118,3341.38,2402.79,241.58,26,9.07,9.03,9.08
10.97,-19.66,67094,3344.17,2405.57,241.39,26,9.07,9.03,9.08
10.98,-19.67,67071,3346.84,2408.25,241.19,26,9.05,9.03,9.07
10.99,-19.68,67066,3347.42,2408.83,240.99,26,9.07,9.03,9.07
11,-19.69,67058,3348.35,2409.76,240.79,26,9.02,9.02,9.07
11.01,-19.7,67058,3348.35,2409.76,240.59,26,9.05,9.02,9.08
11.02,-19.71,67034,3351.15,2412.55,240.4,26,9.05,9.03,9.07
11.03,-19.71,67005,3354.52,2415.92,240.2,26,9.07,9.03,9.08
11.04,-19.72,66990,3356.26,2417.67,240,26,9.07,9.03,9.08
11.05,-19.72,66974,3358.13,2419.53,239.8,26,9.05,9.03,9.08
11.06,-19.73,66954,3360.46,2421.86,239.6,26,9.07,9.03,9.07
11.07,-19.73,66936,3362.55,2423.96,239.4,26,9.07,9.03,9.08
11.08,-19.73,66924,3363.95,2425.35,239.21,26,9.07,9.03,9.08
11.09,-19.73,66900,3366.74,2428.15,239.01,26,9.07,9.03,9.08
11.1,-19.73,66885,3368.49,2429.9,238.81,26,9.05,9.03,9.07
11.11,-19.73,66858,3371.64,2433.04,238.61,26,9.02,9.03,9.07
11.12,-19.73,66858,3371.64,2433.04,238.41,26,9.05,9.02,9.08
11.13,-19.73,66830,3374.9,2436.31,238.21,26,9.05,9.03,9.07
11.14,-19.72,66786,3380.03,2441.44,238.01,26,9.07,9.03,9.07
11.15,-19.72,66765,3382.48,2443.89,237.81,26,9.07,9.03,9.08
11.16,-19.71,66735,3385.99,2447.39,237.61,26,9.07,9.03,9.07
11.17,-19.7,66712,3388.67,2450.08,237.41,26,9.05,9.03,9.08
11.18,-19.69,66692,3391.01,2452.41,237.21,26,9.07,9.03,9.08
11.19,-19.68,66665,3394.16,2455.57,237.01,26,9.07,9.03,9.08
11.2,-19.67,66638,3397.32,2458.72,236.81,26,9.07,9.03,9.08
11.21,-19.66,66603,3401.41,2462.81,236.6,26,9.07,9.03,9.07
11.22,-19.65,66576,3404.56,2465.97,236.4,26,9.02,9.03,9.07
11.23,-19.63,66576,3404.56,2465.97,236.2,26,9.05,9.03,9.08
11.24,-19.62,66544,3408.31,2469.71,236,26,9.05,9.02,9.07
11.25,-19.6,66513,3411.94,2473.34,235.8,26,9.07,9.03,9.07
11.26,-19.59,66484,3415.33,2476.74,235.6,26,9.07,9.03,9.08
11.27,-19.57,66463,3417.79,2479.2,235.4,26,9.07,9.03,9.07
11.28,-19.55,66445,3419.9,2481.3,235.2,26,9.05,9.03,9.08
11.29,-19.53,66418,3423.06,2484.47,235.01,26,9.07,9.03,9.07
11.3,-19.51,66398,3425.41,2486.81,234.81,26,9.07,9.03,9.07
11.31,-19.49,66377,3427.87,2489.27,234.62,26,9.05,9.03,9.07
11.32,-19.47,66359,3429.98,2491.38,234.42,26,9.07,9.03,9.07
11.33,-19.45,66331,3433.26,2494.67,234.23,26,9.02,9.03,9.07
11.34,-19.43,66331,3433.26,2494.67,234.03,26,9.05,9.03,9.08
11.35,-19.4,66315,3435.14,2496.55,233.84,26,9.05,9.02,9.07
11.36,-19.38,66291,3437.96,2499.36,233.64,26,9.07,9.03,9.08
11.37,-19.36,66266,3440.89,2502.3,233.45,26,9.05,9.03,9.08
11.38,-19.33,66250,3442.77,2504.18,233.26,26,9.05,9.03,9.08
11.39,-19.3,66225,3445.71,2507.11,233.07,26,9.07,9.03,9.07
11.4,-19.28,66202,3448.41,2509.81,232.87,26,9.07,9.03,9.08
11.41,-19.25,66180,3450.99,2512.4,232.68,26,9.07,9.03,9.08
11.42,-19.22,66174,3451.7,2513.1,232.49,26,9.05,9.03,9.08
11.43,-19.19,66151,3454.4,2515.81,232.3,26,9.05,9.03,9.08
11.44,-19.16,66135,3456.28,2517.69,232.11,26,9.02,9.02,9.07
11.45,-19.13,66135,3456.28,2517.69,231.92,26,9.05,9.03,9.08
11.46,-19.1,66107,3459.58,2520.98,231.73,26,9.05,9.03,9.07
11.47,-19.07,66075,3463.34,2524.75,231.54,26,9.05,9.03,9.07
11.48,-19.04,66057,3465.46,2526.87,231.35,26,9.05,9.03,9.07
11.49,-19.01,66041,3467.34,2528.75,231.16,26,9.07,9.03,9.07
11.5,-18.98,66018,3470.05,2531.46,230.97,26,9.05,9.05,9.08
11.51,-18.94,66005,3471.58,2532.99,230.78,26,9.05,9.03,9.07
11.52,-18.91,65985,3473.94,2535.34,230.59,26,9.05,9.03,9.08
11.53,-18.88,65971,3475.59,2536.99,230.4,26,9.05,9.03,9.07
11.54,-18.84,65951,3477.94,2539.35,230.21,26,9.05,9.03,9.08
11.55,-18.81,65937,3479.59,2541,230.02,26,9.02,9.02,9.07
11.56,-18.77,65937,3479.59,2541,229.83,26,9.05,9.03,9.08
11.57,-18.73,65900,3483.96,2545.36,229.64,26,9.05,9.02,9.05
11.58,-18.7,65873,3487.14,2548.55,229.45,26,9.05,9.03,9.07
11.59,-18.66,65862,3488.44,2549.84,229.27,26,9.07,9.03,9.07
11.6,-18.62,65837,3491.39,2552.8,229.08,26,9.07,9.03,9.07
11.61,-18.58,65823,3493.04,2554.45,228.89,26,9.07,9.03,9.07
11.62,-18.54,65808,3494.81,2556.22,228.7,26,9.05,9.03,9.07
11.63,-18.5,65780,3498.12,2559.52,228.52,26,9.05,9.03,9.08
11.64,-18.46,65768,3499.54,2560.94,228.33,26,9.05,9.03,9.08
11.65,-18.42,65749,3501.78,2563.19,228.14,26,9.07,9.03,9.07
11.66,-18.38,65727,3504.38,2565.79,227.95,26,9,9.03,9.07
11.67,-18.34,65727,3504.38,2565.79,227.77,26,9.07,9.02,9.08
11.68,-18.29,65713,3506.04,2567.44,227.58,26,9.05,9.03,9.07
11.69,-18.25,65682,3509.7,2571.11,227.39,26,9.05,9.03,9.08
11.7,-18.21,65660,3512.3,2573.71,227.21,26,9.05,9.03,9.07
11.71,-18.16,65650,3513.49,2574.89,227.02,26,9.07,9.03,9.08
11.72,-18.12,65629,3515.97,2577.38,226.83,26,9.07,9.03,9.08
11.73,-18.07,65614,3517.74,2579.15,226.65,26,9.07,9.03,9.08
11.74,-18.03,65605,3518.81,2580.22,226.47,26,9.07,9.03,9.07
11.75,-17.98,65588,3520.82,2582.23,226.28,26,9.07,9.03,9.07
11.76,-17.93,65573,3522.6,2584,226.1,26,9.07,9.03,9.08
11.77,-17.89,65547,3525.68,2587.08,225.92,26,9,9.03,9.07
11.78,-17.84,65547,3525.68,2587.08,225.74,26,9.05,9.03,9.08
11.79,-17.8,65534,3527.22,2588.62,225.56,26,9.05,9.02,9.07
11.8,-17.75,65497,3531.6,2593.01,225.38,26,9.05,9.03,9.08
11.81,-17.7,65474,3534.33,2595.73,225.2,26,9.07,9.05,9.07
11.82,-17.66,65454,3536.7,2598.1,225.02,26,9.07,9.03,9.08
11.83,-17.61,65429,3539.66,2601.07,224.85,26,9.07,9.03,9.07
11.84,-17.56,65403,3542.75,2604.15,224.67,26,9.05,9.03,9.07
11.85,-17.52,65383,3545.12,2606.53,224.5,26,9.07,9.03,9.08
11.86,-17.47,65357,3548.21,2609.61,224.33,26,9.05,9.03,9.08
11.87,-17.42,65340,3550.23,2611.63,224.16,26,9.07,9.03,9.07
11.88,-17.38,65321,3552.48,2613.89,223.98,26,9.02,9.02,9.07
11.89,-17.33,65321,3552.48,2613.89,223.82,26,9.07,9.03,9.08
11.9,-17.29,65285,3556.76,2618.17,223.65,26,9.05,9.03,9.07
11.91,-17.24,65252,3560.68,2622.09,223.48,26,9.07,9.03,9.08
11.92,-17.2,65224,3564.01,2625.42,223.31,26,9.07,9.03,9.07
11.93,-17.15,65206,3566.15,2627.56,223.14,26,9.07,9.03,9.08
11.94,-17.11,65187,3568.41,2629.82,222.97,26,9.07,9.05,9.08
11.95,-17.07,65159,3571.74,2633.15,222.8,26,9.07,9.03,9.08
11.96,-17.02,65132,3574.96,2636.36,222.64,26,9.07,9.03,9.07
11.97,-16.98,65116,3576.86,2638.27,222.47,26,9.07,9.03,9.07
11.98,-16.94,65098,3579.01,2640.41,222.3,26,9.05,9.03,9.08
11.99,-16.9,65076,3581.63,2643.03,222.13,26,9.02,9.03,9.07
12,-16.86,65076,3581.63,2643.03,221.96,26,9.05,9.03,9.08
12.01,-16.82,65049,3584.85,2646.25,221.8,26,9.05,9.03,9.07
12.02,-16.78,65024,3587.83,2649.23,221.63,26,9.05,9.03,9.08
12.03,-16.75,65002,3590.45,2651.85,221.46,26,9.07,9.03,9.08
12.04,-16.71,64987,3592.24,2653.64,221.29,26,9.05,9.03,9.08
12.05,-16.67,64971,3594.15,2655.55,221.13,26,9.05,9.03,9.08
12.06,-16.64,64954,3596.17,2657.58,220.96,26,9.07,9.03,9.08
12.07,-16.6,64932,3598.8,2660.2,220.8,26,9.05,9.03,9.08
12.08,-16.57,64911,3601.31,2662.71,220.63,26,9.07,9.03,9.07
12.09,-16.53,64887,3604.17,2665.58,220.47,26,9.07,9.03,9.08
12.1,-16.5,64874,3605.72,2667.13,220.3,26,9.02,9.02,9.07
12.11,-16.47,64874,3605.72,2667.13,220.14,26,9.05,9.03,9.08
12.12,-16.43,64854,3608.11,2669.52,219.98,26,9.05,9.03,9.07
12.13,-16.4,64814,3612.89,2674.3,219.81,26,9.07,9.03,9.07
12.14,-16.37,64806,3613.85,2675.25,219.65,26,9.05,9.03,9.08
12.15,-16.34,64789,3615.88,2677.29,219.48,26,9.07,9.03,9.08
12.16,-16.31,64774,3617.68,2679.08,219.32,26,9.07,9.03,9.07
12.17,-16.27,64750,3620.55,2681.95,219.16,26,9.07,9.03,9.08
