altitude,speed,acceleration,time
4825.57,122.03,-12.71,19.33
4825.98,121.91,-12.71,19.34
4827.88,121.78,-12.71,19.35
4828.43,121.65,-12.71,19.36
4828.43,121.53,-12.71,19.37
4829.79,121.4,-12.71,19.38
4832.51,121.27,-12.7,19.39
4833.73,121.14,-12.7,19.4
4834.82,121.02,-12.7,19.41
4836.73,120.89,-12.7,19.42
4837.41,120.76,-12.7,19.43
4838.63,120.63,-12.7,19.44
4840.13,120.51,-12.7,19.45
4840.81,120.38,-12.7,19.46
4842.45,120.25,-12.69,19.47
4842.45,120.12,-12.69,19.48
4844.08,120,-12.69,19.49
4846.26,119.87,-12.69,19.5
4847.21,119.74,-12.68,19.51
4848.44,119.61,-12.68,19.52
4849.53,119.49,-12.68,19.53
4851.03,119.36,-12.67,19.54
4852.26,119.23,-12.67,19.55
4853.89,119.11,-12.66,19.56
4853.89,118.98,-12.66,19.57
4855.26,118.85,-12.66,19.58
4855.26,118.73,-12.65,19.59
4857.17,118.6,-12.65,19.6
4858.94,118.47,-12.64,19.61
4860.44,118.34,-12.64,19.62
4861.26,118.22,-12.63,19.63
4862.21,118.09,-12.62,19.64
4864.4,117.96,-12.62,19.65
4865.35,117.84,-12.61,19.66
4866.45,117.71,-12.61,19.67
4867.4,117.58,-12.6,19.68
4868.36,117.46,-12.59,19.69
4868.36,117.33,-12.59,19.7
4870.41,117.21,-12.58,19.71
4872.59,117.08,-12.57,19.72
4873.82,116.95,-12.57,19.73
4874.64,116.83,-12.56,19.74
4875.74,116.7,-12.55,19.75
4876.42,116.58,-12.54,19.76
4878.61,116.45,-12.54,19.77
4879.56,116.33,-12.53,19.78
4880.11,116.2,-12.52,19.79
4881.61,116.07,-12.51,19.8
4881.61,115.95,-12.5,19.81
4883.39,115.82,-12.5,19.82
4884.62,115.7,-12.49,19.83
4885.31,115.57,-12.48,19.84
4887.63,115.45,-12.47,19.85
4888.59,115.32,-12.46,19.86
4890.1,115.2,-12.45,19.87
4891.47,115.08,-12.45,19.88
4892.15,114.95,-12.44,19.89
4893.52,114.83,-12.43,19.9
4894.48,114.7,-12.42,19.91
4894.48,114.58,-12.41,19.92
4895.85,114.46,-12.41,19.93
4897.9,114.33,-12.4,19.94
4898.59,114.21,-12.39,19.95
4900.1,114.08,-12.38,19.96
4901.6,113.96,-12.37,19.97
4902.56,113.84,-12.36,19.98
4903.52,113.71,-12.36,19.99
4904.62,113.59,-12.35,20
4905.72,113.47,-12.34,20.01
4906.68,113.34,-12.33,20.02
4906.68,113.22,-12.32,20.03
4908.05,113.1,-12.31,20.04
4909.83,112.97,-12.31,20.05
4910.65,112.85,-12.3,20.06
4911.89,112.73,-12.29,20.07
4913.67,112.61,-12.28,20.08
4914.22,112.48,-12.27,20.09
4914.91,112.36,-12.27,20.1
4917.1,112.24,-12.26,20.11
4918.07,112.11,-12.25,20.12
4918.07,111.99,-12.24,20.13
4918.07,111.87,-12.23,20.14
4920.67,111.75,-12.22,20.15
4922.74,111.62,-12.22,20.16
4923.83,111.5,-12.21,20.17
4924.52,111.38,-12.2,20.18
4925.48,111.26,-12.19,20.19
4926.58,111.14,-12.18,20.2
4927.96,111.01,-12.17,20.21
4928.64,110.89,-12.16,20.22
4930.98,110.77,-12.16,20.23
4931.12,110.65,-12.15,20.24
4931.12,110.53,-12.14,20.25
4932.63,110.4,-12.13,20.26
4934.28,110.28,-12.12,20.27
4935.11,110.16,-12.11,20.28
4936.48,110.04,-12.1,20.29
4938.13,109.92,-12.09,20.3
4938.68,109.8,-12.08,20.31
4940.06,109.68,-12.07,20.32
4940.89,109.56,-12.06,20.33
4941.71,109.43,-12.05,20.34
4942.95,109.31,-12.04,20.35
4942.95,109.19,-12.03,20.36
4943.92,109.07,-12.02,20.37
4945.29,108.95,-12.01,20.38
4946.81,108.83,-12,20.39
4949.01,108.71,-11.99,20.4
4949.56,108.59,-11.98,20.41
4950.25,108.47,-11.97,20.42
4951.22,108.35,-11.96,20.43
4953.15,108.23,-11.95,20.44
4954.39,108.11,-11.94,20.45
4954.11,107.99,-11.93,20.46
4954.11,107.88,-11.92,20.47
4956.59,107.76,-11.91,20.48
4958.52,107.64,-11.89,20.49
4959.63,107.52,-11.88,20.5
4961,107.4,-11.87,20.51
4961,107.28,-11.86,20.52
4961.97,107.16,-11.85,20.53
4964.18,107.04,-11.84,20.54
4964.45,106.92,-11.82,20.55
4965.83,106.8,-11.81,20.56
4966.8,106.69,-11.8,20.57
4966.8,106.57,-11.79,20.58
4968.18,106.45,-11.78,20.59
4970.53,106.33,-11.76,20.6
4970.53,106.21,-11.75,20.61
4971.36,106.1,-11.74,20.62
4972.74,105.98,-11.73,20.63
4974.53,105.86,-11.71,20.64
4975.36,105.74,-11.7,20.65
4976.19,105.63,-11.69,20.66
4977.16,105.51,-11.67,20.67
4977.85,105.39,-11.66,20.68
4977.85,105.28,-11.65,20.69
4979.92,105.16,-11.64,20.7
4981.58,105.04,-11.62,20.71
4982.41,104.93,-11.61,20.72
4984.21,104.81,-11.6,20.73
4985.18,104.69,-11.59,20.74
4986.01,104.58,-11.57,20.75
4987.11,104.46,-11.56,20.76
4987.94,104.35,-11.55,20.77
4988.91,104.23,-11.53,20.78
4989.05,104.12,-11.52,20.79
4989.05,104,-11.51,20.8
4990.43,103.89,-11.5,20.81
4992.65,103.77,-11.48,20.82
4994.03,103.66,-11.47,20.83
4994.86,103.54,-11.46,20.84
4996.52,103.43,-11.45,20.85
4996.66,103.31,-11.44,20.86
4997.49,103.2,-11.42,20.87
4998.88,103.09,-11.41,20.88
5000.13,102.97,-11.4,20.89
5000.82,102.86,-11.39,20.9
5000.82,102.75,-11.38,20.91
5002.48,102.63,-11.36,20.92
5004,102.52,-11.35,20.93
5005.53,102.4,-11.34,20.94
5006.08,102.29,-11.33,20.95
5007.05,102.18,-11.32,20.96
5008.16,102.07,-11.31,20.97
5009,101.95,-11.3,20.98
5009.69,101.84,-11.29,20.99
5010.8,101.73,-11.28,21
5012.19,101.62,-11.26,21.01
5012.19,101.5,-11.25,21.02
5014.27,101.39,-11.24,21.03
5015.79,101.28,-11.23,21.04
5016.76,101.17,-11.22,21.05
5017.32,101.05,-11.21,21.06
5018.43,100.94,-11.2,21.07
5019.4,100.83,-11.19,21.08
5020.51,100.72,-11.18,21.09
5021.9,100.61,-11.17,21.1
5022.18,100.5,-11.16,21.11
5024.82,100.38,-11.15,21.12
5024.82,100.27,-11.14,21.13
5025.23,100.16,-11.13,21.14
5026.34,100.05,-11.13,21.15
5028.29,99.94,-11.12,21.16
5028.29,99.83,-11.11,21.17
5029.82,99.72,-11.1,21.18
5030.1,99.61,-11.09,21.19
5032.32,99.5,-11.08,21.2
5033.15,99.38,-11.07,21.21
5034.13,99.27,-11.06,21.22
5035.24,99.16,-11.05,21.23
5035.24,99.05,-11.04,21.24
5034.96,98.94,-11.04,21.25
5037.74,98.83,-11.03,21.26
5038.3,98.72,-11.02,21.27
5039.55,98.61,-11.01,21.28
5040.53,98.5,-11,21.29
5041.78,98.39,-10.99,21.3
5042.47,98.28,-10.99,21.31
5043.87,98.17,-10.98,21.32
5043.87,98.06,-10.97,21.33
5045.4,97.95,-10.96,21.34
5045.4,97.84,-10.95,21.35
5046.37,97.73,-10.95,21.36
5048.46,97.62,-10.94,21.37
5049.85,97.51,-10.93,21.38
5049.85,97.41,-10.92,21.39
5051.38,97.3,-10.91,21.4
5052.22,97.19,-10.91,21.41
5054.03,97.08,-10.9,21.42
5054.87,96.97,-10.89,21.43
5055.29,96.86,-10.88,21.44
5055.42,96.75,-10.88,21.45
5055.42,96.64,-10.87,21.46
5056.96,96.54,-10.86,21.47
5059.33,96.43,-10.86,21.48
5059.75,96.32,-10.85,21.49
5061.14,96.21,-10.84,21.5
5062.4,96.1,-10.84,21.51
5062.67,95.99,-10.83,21.52
5064.77,95.89,-10.82,21.53
5064.49,95.78,-10.82,21.54
5065.74,95.67,-10.81,21.55
5066.44,95.56,-10.8,21.56
5066.44,95.45,-10.8,21.57
5067.98,95.35,-10.79,21.58
5069.51,95.24,-10.79,21.59
5070.21,95.13,-10.78,21.6
5070.91,95.02,-10.77,21.61
5072.44,94.91,-10.77,21.62
5073,94.81,-10.76,21.63
5074.12,94.7,-10.76,21.64
5075.51,94.59,-10.75,21.65
5076.63,94.49,-10.75,21.66
5076.91,94.38,-10.74,21.67
5076.91,94.27,-10.74,21.68
5078.73,94.16,-10.73,21.69
5079.71,94.06,-10.73,21.7
5080.82,93.95,-10.72,21.71
5081.52,93.84,-10.72,21.72
5082.22,93.74,-10.71,21.73
5083.62,93.63,-10.71,21.74
5084.46,93.52,-10.7,21.75
5085.3,93.41,-10.7,21.76
5086.27,93.31,-10.7,21.77
5087.11,93.2,-10.69,21.78
5087.11,93.09,-10.69,21.79
5087.81,92.99,-10.68,21.8
5090.33,92.88,-10.68,21.81
5090.75,92.77,-10.68,21.82
5091.45,92.67,-10.67,21.83
5092.57,92.56,-10.67,21.84
5094.11,92.45,-10.67,21.85
5094.67,92.35,-10.66,21.86
5095.65,92.24,-10.66,21.87
5096.63,92.14,-10.65,21.88
5097.19,92.03,-10.65,21.89
5097.19,91.92,-10.65,21.9
5099.29,91.82,-10.65,21.91
5100.27,91.71,-10.64,21.92
5100.97,91.6,-10.64,21.93
5101.95,91.5,-10.64,21.94
5102.37,91.39,-10.63,21.95
5103.07,91.28,-10.63,21.96
5105.17,91.18,-10.63,21.97
5105.87,91.07,-10.62,21.98
5107.27,90.97,-10.62,21.99
5107.97,90.86,-10.62,22
5107.97,90.75,-10.62,22.01
5108.39,90.65,-10.61,22.02
5110.92,90.54,-10.61,22.03
5111.48,90.43,-10.61,22.04
5112.18,90.33,-10.61,22.05
5113.72,90.22,-10.6,22.06
5114,90.12,-10.6,22.07
5114.7,90.01,-10.6,22.08
5115.97,89.9,-10.6,22.09
5115.83,89.8,-10.59,22.1
5117.93,89.69,-10.59,22.11
5117.93,89.59,-10.59,22.12
5118.77,89.48,-10.59,22.13
5120.04,89.37,-10.59,22.14
5121.16,89.27,-10.58,22.15
5121.44,89.16,-10.58,22.16
5122.56,89.06,-10.58,22.17
5124.25,88.95,-10.58,22.18
5125.79,88.85,-10.57,22.19
5125.51,88.74,-10.57,22.2
5126.49,88.63,-10.57,22.21
5126.77,88.53,-10.57,22.22
5126.77,88.42,-10.57,22.23
5128.46,88.32,-10.56,22.24
5130.15,88.21,-10.56,22.25
5130.71,88.11,-10.56,22.26
5131.83,88,-10.56,22.27
5132.39,87.9,-10.56,22.28
5133.52,87.79,-10.55,22.29
5134.36,87.69,-10.55,22.3
5135.77,87.58,-10.55,22.31
5136.61,87.47,-10.55,22.32
5137.03,87.37,-10.55,22.33
5137.03,87.26,-10.54,22.34
5138.44,87.16,-10.54,22.35
5140.83,87.05,-10.54,22.36
5141.53,86.95,-10.54,22.37
5141.39,86.84,-10.54,22.38
5142.8,86.74,-10.53,22.39
5143.64,86.63,-10.53,22.4
5143.92,86.53,-10.53,22.41
5144.77,86.42,-10.53,22.42
5144.91,86.31,-10.53,22.43
5146.32,86.21,-10.52,22.44
5146.32,86.1,-10.52,22.45
5147.44,86,-10.52,22.46
5148.85,85.89,-10.52,22.47
5149.84,85.79,-10.52,22.48
5151.38,85.68,-10.52,22.49
5150.96,85.58,-10.51,22.5
5152.79,85.47,-10.51,22.51
5153.5,85.37,-10.51,22.52
5154.34,85.26,-10.51,22.53
5154.76,85.16,-10.51,22.54
5156.03,85.05,-10.51,22.55
5156.03,84.95,-10.5,22.56
5156.31,84.84,-10.5,22.57
5158.85,84.74,-10.5,22.58
5159.56,84.63,-10.5,22.59
5158.71,84.53,-10.5,22.6
5160.82,84.42,-10.5,22.61
5162.09,84.32,-10.5,22.62
5161.81,84.21,-10.49,22.63
5162.52,84.11,-10.49,22.64
5164.07,84,-10.49,22.65
5165.48,83.9,-10.49,22.66
5165.48,83.79,-10.49,22.67
5166.32,83.69,-10.49,22.68
5167.03,83.58,-10.49,22.69
5168.16,83.48,-10.49,22.7
5169.99,83.37,-10.48,22.71
5169.85,83.27,-10.48,22.72
5170.7,83.17,-10.48,22.73
5171.54,83.06,-10.48,22.74
5172.11,82.96,-10.48,22.75
5174.08,82.85,-10.48,22.76
5173.94,82.75,-10.48,22.77
5173.94,82.64,-10.48,22.78
5176.06,82.54,-10.47,22.79
5177.19,82.43,-10.47,22.8
5177.61,82.33,-10.47,22.81
5179.03,82.22,-10.47,22.82
5179.31,82.12,-10.47,22.83
5180.02,82.01,-10.47,22.84
5181.43,81.91,-10.47,22.85
5182.13,81.8,-10.47,22.86
5182.56,81.7,-10.47,22.87
5183.69,81.59,-10.46,22.88
5183.69,81.49,-10.46,22.89
5184.4,81.38,-10.46,22.9
5185.95,81.28,-10.46,22.91
5187.22,81.17,-10.46,22.92
5187.79,81.07,-10.46,22.93
5188.64,80.97,-10.46,22.94
5188.92,80.86,-10.46,22.95
5190.33,80.76,-10.46,22.96
5190.9,80.65,-10.46,22.97
5191.75,80.55,-10.45,22.98
5193.02,80.44,-10.45,22.99
5193.02,80.34,-10.45,23
5192.88,80.23,-10.45,23.01
5195,80.13,-10.45,23.02
5195.43,80.02,-10.45,23.03
5196.42,79.92,-10.45,23.04
5196.98,79.82,-10.45,23.05
5197.55,79.71,-10.45,23.06
5199.39,79.61,-10.45,23.07
5199.53,79.5,-10.45,23.08
5199.67,79.4,-10.45,23.09
5200.24,79.29,-10.45,23.1
5200.24,79.19,-10.45,23.11
5202.08,79.09,-10.45,23.12
5203.64,78.98,-10.45,23.13
5204.49,78.88,-10.45,23.14
5205.76,78.77,-10.45,23.15
5206.33,78.67,-10.45,23.16
5207.46,78.56,-10.45,23.17
5206.89,78.46,-10.45,23.18
5208.74,78.36,-10.45,23.19
5209.3,78.25,-10.45,23.2
5209.73,78.15,-10.45,23.21
5209.73,78.04,-10.45,23.22
5211.43,77.94,-10.45,23.23
5211.99,77.84,-10.45,23.24
5212.14,77.73,-10.45,23.25
5214.26,77.63,-10.45,23.26
5213.7,77.52,-10.45,23.27
5215.68,77.42,-10.45,23.28
5216.53,77.31,-10.45,23.29
5216.53,77.21,-10.45,23.3
5218.8,77.1,-10.45,23.31
5218.94,77,-10.45,23.32
5218.94,76.89,-10.45,23.33
5219.09,76.79,-10.45,23.34
5220.22,76.68,-10.45,23.35
5220.79,76.58,-10.45,23.36
5222.21,76.47,-10.45,23.37
5224.19,76.37,-10.45,23.38
5223.77,76.27,-10.45,23.39
5224.19,76.16,-10.45,23.4
5225.05,76.06,-10.45,23.41
5225.75,75.95,-10.45,23.42
5226.61,75.85,-10.45,23.43
5226.61,75.74,-10.45,23.44
5226.61,75.64,-10.45,23.45
5229.59,75.53,-10.45,23.46
5230.58,75.43,-10.45,23.47
5230.44,75.32,-10.45,23.48
5231.58,75.22,-10.45,23.49
5231.86,75.11,-10.45,23.5
5232,75.01,-10.45,23.51
5233.99,74.91,-10.45,23.52
5233.28,74.8,-10.45,23.53
5234.99,74.7,-10.45,23.54
5234.99,74.59,-10.45,23.55
5235.98,74.49,-10.45,23.56
5237.69,74.38,-10.45,23.57
5238.26,74.28,-10.45,23.58
5239.11,74.18,-10.45,23.59
5240.1,74.07,-10.45,23.6
5239.96,73.97,-10.45,23.61
5240.82,73.86,-10.45,23.62
5241.1,73.76,-10.45,23.63
5242.1,73.65,-10.45,23.64
5244.09,73.55,-10.45,23.65
5244.09,73.44,-10.45,23.66
5244.09,73.34,-10.45,23.67
5246.22,73.23,-10.45,23.68
5246.36,73.13,-10.45,23.69
5246.5,73.03,-10.45,23.7
5247.64,72.92,-10.45,23.71
5248.92,72.82,-10.45,23.72
5248.5,72.71,-10.45,23.73
5249.49,72.61,-10.45,23.74
5249.64,72.5,-10.45,23.75
5251.2,72.4,-10.45,23.76
5251.2,72.29,-10.45,23.77
5252.63,72.19,-10.44,23.78
5252.91,72.08,-10.44,23.79
5254.19,71.98,-10.44,23.8
5255.05,71.87,-10.44,23.81
5255.76,71.77,-10.44,23.82
5256.9,71.66,-10.44,23.83
5257.18,71.56,-10.44,23.84
5257.47,71.46,-10.44,23.85
5259.03,71.35,-10.44,23.86
5259.89,71.25,-10.44,23.87
5259.89,71.14,-10.44,23.88
5259.89,71.04,-10.43,23.89
5260.89,70.93,-10.43,23.9
5261.46,70.83,-10.43,23.91
5262.88,70.73,-10.43,23.92
5263.45,70.62,-10.43,23.93
5264.02,70.52,-10.43,23.94
5264.74,70.41,-10.43,23.95
5265.88,70.31,-10.43,23.96
5266.02,70.2,-10.43,23.97
5267.02,70.1,-10.42,23.98
5267.02,70,-10.42,23.99
5267.59,69.89,-10.42,24
5269.44,69.79,-10.42,24.01
5268.44,69.68,-10.42,24.02
5270.01,69.58,-10.42,24.03
5271.44,69.47,-10.42,24.04
5272.15,69.37,-10.42,24.05
5272.44,69.27,-10.41,24.06
5273.29,69.16,-10.41,24.07
5273.72,69.06,-10.41,24.08
5274.86,68.96,-10.41,24.09
5274.86,68.85,-10.41,24.1
5275.01,68.75,-10.41,24.11
5276.29,68.64,-10.41,24.12
5276.43,68.54,-10.4,24.13
5278.29,68.43,-10.4,24.14
5278.43,68.33,-10.4,24.15
5280.29,68.23,-10.4,24.16
5280.72,68.12,-10.4,24.17
5281.14,68.02,-10.4,24.18
5282.29,67.91,-10.4,24.19
5281.86,67.81,-10.4,24.2
5281.86,67.71,-10.39,24.21
5282.86,67.6,-10.39,24.22
5284.29,67.5,-10.39,24.23
5285.29,67.39,-10.39,24.24
5285.72,67.29,-10.39,24.25
5285.86,67.19,-10.39,24.26
5286.57,67.08,-10.39,24.27
5287.72,66.98,-10.38,24.28
5287.72,66.87,-10.38,24.29
5290.15,66.77,-10.38,24.3
5288.57,66.67,-10.38,24.31
5288.57,66.56,-10.38,24.32
5290.86,66.46,-10.38,24.33
5291.58,66.35,-10.38,24.34
5292.15,66.25,-10.37,24.35
5292.43,66.15,-10.37,24.36
5293.58,66.04,-10.37,24.37
5294.29,65.94,-10.37,24.38
5294.87,65.84,-10.37,24.39
5295.72,65.73,-10.37,24.4
5295.72,65.63,-10.36,24.41
5296.73,65.53,-10.36,24.42
5296.73,65.42,-10.36,24.43
5297.3,65.32,-10.36,24.44
5299.16,65.21,-10.36,24.45
5299.59,65.11,-10.35,24.46
5299.44,65.01,-10.35,24.47
5300.45,64.9,-10.35,24.48
5301.45,64.8,-10.35,24.49
5302.02,64.7,-10.34,24.5
5301.88,64.59,-10.34,24.51
5303.31,64.49,-10.34,24.52
5303.6,64.39,-10.34,24.53
5303.6,64.28,-10.33,24.54
5304.6,64.18,-10.33,24.55
5306.32,64.08,-10.33,24.56
5306.17,63.97,-10.33,24.57
5306.89,63.87,-10.32,24.58
5308.18,63.77,-10.32,24.59
5307.75,63.66,-10.32,24.6
5309.18,63.56,-10.32,24.61
5309.32,63.46,-10.31,24.62
5310.18,63.35,-10.31,24.63
5311.33,63.25,-10.31,24.64
5311.33,63.14,-10.3,24.65
5311.47,63.04,-10.3,24.66
5313.48,62.94,-10.3,24.67
5313.62,62.84,-10.29,24.68
5314.2,62.73,-10.29,24.69
5314.34,62.63,-10.29,24.7
5314.91,62.53,-10.29,24.71
5316.78,62.42,-10.28,24.72
5316.63,62.32,-10.28,24.73
5317.49,62.22,-10.28,24.74
5317.64,62.12,-10.27,24.75
5317.64,62.01,-10.27,24.76
5318.5,61.91,-10.27,24.77
5319.79,61.81,-10.26,24.78
5320.36,61.7,-10.26,24.79
5320.79,61.6,-10.26,24.8
5321.65,61.5,-10.25,24.81
5321.94,61.4,-10.25,24.82
5322.66,61.29,-10.25,24.83
5322.66,61.19,-10.24,24.84
5324.38,61.09,-10.24,24.85
5323.8,60.99,-10.24,24.86
5323.8,60.89,-10.23,24.87
5325.67,60.78,-10.23,24.88
5326.39,60.68,-10.23,24.89
5327.68,60.58,-10.22,24.9
5327.82,60.48,-10.22,24.91
5328.54,60.38,-10.22,24.92
5328.83,60.27,-10.22,24.93
5329.12,60.17,-10.21,24.94
5329.83,60.07,-10.21,24.95
5330.69,59.97,-10.21,24.96
5331.99,59.87,-10.2,24.97
5331.99,59.76,-10.2,24.98
5332.13,59.66,-10.2,24.99
5333.42,59.56,-10.2,25
5333.71,59.46,-10.19,25.01
5334.14,59.36,-10.19,25.02
5335,59.25,-10.19,25.03
5336.01,59.15,-10.19,25.04
5336.01,59.05,-10.18,25.05
5336.87,58.95,-10.18,25.06
5336.73,58.85,-10.18,25.07
5337.73,58.75,-10.18,25.08
5337.73,58.64,-10.17,25.09
5338.74,58.54,-10.17,25.1
5339.75,58.44,-10.17,25.11
5340.46,58.34,-10.17,25.12
5340.46,58.24,-10.16,25.13
5341.47,58.13,-10.16,25.14
5341.9,58.03,-10.16,25.15
5342.33,57.93,-10.16,25.16
5342.76,57.83,-10.16,25.17
5343.77,57.73,-10.15,25.18
5344.49,57.63,-10.15,25.19
5344.49,57.53,-10.15,25.2
5344.49,57.42,-10.15,25.21
5346.36,57.32,-10.15,25.22
5346.65,57.22,-10.14,25.23
5347.51,57.12,-10.14,25.24
5347.94,57.02,-10.14,25.25
5348.09,56.92,-10.14,25.26
5348.52,56.82,-10.14,25.27
5349.67,56.71,-10.13,25.28
5349.67,56.61,-10.13,25.29
5349.52,56.51,-10.13,25.3
5349.52,56.41,-10.13,25.31
5350.24,56.31,-10.13,25.32
5351.83,56.21,-10.13,25.33
5351.83,56.11,-10.12,25.34
5352.69,56,-10.12,25.35
5352.69,55.9,-10.12,25.36
5354.27,55.8,-10.12,25.37
5355.14,55.7,-10.12,25.38
5355.71,55.6,-10.12,25.39
5356.72,55.5,-10.11,25.4
5356,55.4,-10.11,25.41
5356,55.3,-10.11,25.42
5357.44,55.2,-10.11,25.43
5358.31,55.1,-10.11,25.44
5359.17,54.99,-10.11,25.45
5359.6,54.89,-10.1,25.46
5360.18,54.79,-10.1,25.47
5360.47,54.69,-10.1,25.48
5361.19,54.59,-10.1,25.49
5360.76,54.49,-10.1,25.5
5362.05,54.39,-10.1,25.51
5363.64,54.29,-10.09,25.52
5363.64,54.19,-10.09,25.53
5363.49,54.09,-10.09,25.54
5364.79,53.98,-10.09,25.55
5364.5,53.88,-10.09,25.56
5365.8,53.78,-10.09,25.57
5366.38,53.68,-10.08,25.58
5366.95,53.58,-10.08,25.59
5367.1,53.48,-10.08,25.6
5367.1,53.38,-10.08,25.61
5368.39,53.28,-10.08,25.62
5368.11,53.18,-10.08,25.63
5368.11,53.08,-10.08,25.64
5368.83,52.98,-10.07,25.65
5369.69,52.88,-10.07,25.66
5370.85,52.77,-10.07,25.67
5370.7,52.67,-10.07,25.68
5370.99,52.57,-10.07,25.69
5372,52.47,-10.07,25.7
5372.29,52.37,-10.07,25.71
5372.58,52.27,-10.06,25.72
5373.87,52.17,-10.06,25.73
5373.44,52.07,-10.06,25.74
5373.44,51.97,-10.06,25.75
5375.17,51.87,-10.06,25.76
5375.61,51.77,-10.06,25.77
5377.19,51.67,-10.06,25.78
5377.05,51.57,-10.05,25.79
5377.48,51.47,-10.05,25.8
5377.92,51.37,-10.05,25.81
5378.64,51.27,-10.05,25.82
5378.49,51.17,-10.05,25.83
5379.07,51.07,-10.05,25.84
5379.79,50.96,-10.05,25.85
5379.79,50.86,-10.05,25.86
5380.95,50.76,-10.04,25.87
5382.54,50.66,-10.04,25.88
5382.1,50.56,-10.04,25.89
5382.97,50.46,-10.04,25.9
5382.97,50.36,-10.04,25.91
5383.69,50.26,-10.04,25.92
5384.12,50.16,-10.04,25.93
5385.28,50.06,-10.04,25.94
5384.7,49.96,-10.04,25.95
5384.99,49.86,-10.03,25.96
5384.99,49.76,-10.03,25.97
5386.15,49.66,-10.03,25.98
5387.59,49.56,-10.03,25.99
5387.45,49.46,-10.03,26
5387.45,49.36,-10.03,26.01
5388.75,49.26,-10.03,26.02
5388.46,49.16,-10.03,26.03
5389.04,49.06,-10.03,26.04
5390.19,48.96,-10.03,26.05
5390.63,48.86,-10.03,26.06
5391.49,48.76,-10.02,26.07
5391.49,48.66,-10.02,26.08
5391.2,48.56,-10.02,26.09
5392.51,48.46,-10.02,26.1
5392.79,48.36,-10.02,26.11
5392.79,48.26,-10.02,26.12
5393.81,48.16,-10.02,26.13
5393.81,48.06,-10.02,26.14
5394.96,47.96,-10.02,26.15
5395.4,47.86,-10.02,26.16
5395.98,47.76,-10.02,26.17
5396.12,47.66,-10.02,26.18
5396.12,47.56,-10.02,26.19
5396.99,47.46,-10.02,26.2
5397.13,47.35,-10.01,26.21
5398,47.25,-10.01,26.22
5398.58,47.15,-10.01,26.23
5399.16,47.05,-10.01,26.24
5399.01,46.95,-10.01,26.25
5399.74,46.85,-10.01,26.26
5400.46,46.75,-10.01,26.27
5400.89,46.66,-10.01,26.28
5401.18,46.55,-10.01,26.29
5401.18,46.45,-10.01,26.3
5401.47,46.35,-10.01,26.31
5403.21,46.25,-10.01,26.32
5403.21,46.15,-10,26.33
5403.35,46.05,-10,26.34
5404.37,45.95,-10,26.35
5403.64,45.85,-10,26.36
5405.67,45.75,-10,26.37
5406.1,45.65,-10,26.38
5406.1,45.55,-10,26.39
5405.81,45.45,-10,26.4
5405.81,45.35,-10,26.41
5406.97,45.25,-9.99,26.42
5407.84,45.15,-9.99,26.43
5409.15,45.05,-9.99,26.44
5408.86,44.95,-9.99,26.45
5409.72,44.85,-9.99,26.46
5409.44,44.75,-9.99,26.47
5410.45,44.65,-9.99,26.48
5410.88,44.55,-9.98,26.49
5411.03,44.45,-9.98,26.5
5412.19,44.35,-9.98,26.51
5412.19,44.25,-9.98,26.52
5412.33,44.15,-9.98,26.53
5412.33,44.05,-9.98,26.54
5413.49,43.95,-9.97,26.55
5413.64,43.85,-9.97,26.56
5413.78,43.75,-9.97,26.57
5414.07,43.65,-9.97,26.58
5414.51,43.55,-9.97,26.59
5415.38,43.45,-9.96,26.6
5415.67,43.35,-9.96,26.61
5415.96,43.25,-9.96,26.62
5415.96,43.15,-9.96,26.63
5417.11,43.06,-9.96,26.64
5417.26,42.96,-9.95,26.65
5418.71,42.86,-9.95,26.66
5418.42,42.76,-9.95,26.67
5418.56,42.66,-9.95,26.68
5419.58,42.56,-9.94,26.69
5419.43,42.46,-9.94,26.7
5420.88,42.36,-9.94,26.71
5421.32,42.26,-9.93,26.72
5420.88,42.16,-9.93,26.73
5420.88,42.06,-9.93,26.74
5421.17,41.96,-9.93,26.75
5422.04,41.86,-9.92,26.76
5422.33,41.76,-9.92,26.77
5422.62,41.66,-9.92,26.78
5424.08,41.56,-9.92,26.79
5423.5,41.47,-9.91,26.8
5424.22,41.37,-9.91,26.81
5424.8,41.27,-9.91,26.82
5425.82,41.17,-9.9,26.83
5425.82,41.07,-9.9,26.84
5425.82,40.97,-9.9,26.85
5426.54,40.87,-9.89,26.86
5427.27,40.77,-9.89,26.87
5426.98,40.67,-9.89,26.88
5427.41,40.57,-9.88,26.89
5427.85,40.47,-9.88,26.9
5429.59,40.38,-9.88,26.91
5429.44,40.28,-9.87,26.92
5429.01,40.18,-9.87,26.93
5430.32,40.08,-9.87,26.94
5430.75,39.98,-9.86,26.95
5430.75,39.88,-9.86,26.96
5430.32,39.78,-9.86,26.97
5431.33,39.68,-9.85,26.98
5431.62,39.59,-9.85,26.99
5431.62,39.49,-9.85,27
5432.49,39.39,-9.84,27.01
5432.93,39.29,-9.84,27.02
5433.36,39.19,-9.84,27.03
5433.65,39.09,-9.83,27.04
5433.95,39,-9.83,27.05
5434.67,38.9,-9.83,27.06
5434.67,38.8,-9.82,27.07
5434.67,38.7,-9.82,27.08
5435.69,38.6,-9.81,27.09
5435.4,38.5,-9.81,27.1
5436.27,38.41,-9.81,27.11
5436.27,38.31,-9.8,27.12
5437.43,38.21,-9.8,27.13
