altitude,speed,acceleration,time
3475.59,230.4,-18.88,11.53
3477.94,230.21,-18.84,11.54
3479.59,230.02,-18.81,11.55
3479.59,229.83,-18.77,11.56
3483.96,229.64,-18.73,11.57
3487.14,229.45,-18.7,11.58
3488.44,229.27,-18.66,11.59
3491.39,229.08,-18.62,11.6
3493.04,228.89,-18.58,11.61
3494.81,228.7,-18.54,11.62
3498.12,228.52,-18.5,11.63
3499.54,228.33,-18.46,11.64
3501.78,228.14,-18.42,11.65
3504.38,227.95,-18.38,11.66
3504.38,227.77,-18.34,11.67
3506.04,227.58,-18.29,11.68
3509.7,227.39,-18.25,11.69
3512.3,227.21,-18.21,11.7
3513.49,227.02,-18.16,11.71
3515.97,226.83,-18.12,11.72
3517.74,226.65,-18.07,11.73
3518.81,226.47,-18.03,11.74
3520.82,226.28,-17.98,11.75
3522.6,226.1,-17.93,11.76
3525.68,225.92,-17.89,11.77
3525.68,225.74,-17.84,11.78
3527.22,225.56,-17.8,11.79
3531.6,225.38,-17.75,11.8
3534.33,225.2,-17.7,11.81
3536.7,225.02,-17.66,11.82
3539.66,224.85,-17.61,11.83
3542.75,224.67,-17.56,11.84
3545.12,224.5,-17.52,11.85
3548.21,224.33,-17.47,11.86
3550.23,224.16,-17.42,11.87
3552.48,223.98,-17.38,11.88
3552.48,223.82,-17.33,11.89
3556.76,223.65,-17.29,11.9
3560.68,223.48,-17.24,11.91
3564.01,223.31,-17.2,11.92
3566.15,223.14,-17.15,11.93
3568.41,222.97,-17.11,11.94
3571.74,222.8,-17.07,11.95
3574.96,222.64,-17.02,11.96
3576.86,222.47,-16.98,11.97
3579.01,222.3,-16.94,11.98
3581.63,222.13,-16.9,11.99
3581.63,221.96,-16.86,12
3584.85,221.8,-16.82,12.01
3587.83,221.63,-16.78,12.02
3590.45,221.46,-16.75,12.03
3592.24,221.29,-16.71,12.04
3594.15,221.13,-16.67,12.05
3596.17,220.96,-16.64,12.06
3598.8,220.8,-16.6,12.07
3601.31,220.63,-16.57,12.08
3604.17,220.47,-16.53,12.09
3605.72,220.3,-16.5,12.1
3605.72,220.14,-16.47,12.11
3608.11,219.98,-16.43,12.12
3612.89,219.81,-16.4,12.13
3613.85,219.65,-16.37,12.14
3615.88,219.48,-16.34,12.15
3617.68,219.32,-16.31,12.16
3620.55,219.16,-16.27,12.17
3622.7,219,-16.24,12.18
3625.57,218.84,-16.21,12.19
3627.01,218.67,-16.18,12.2
3628.44,218.51,-16.15,12.21
3628.44,218.35,-16.12,12.22
3630.84,218.19,-16.09,12.23
3635.51,218.03,-16.06,12.24
3637.91,217.86,-16.02,12.25
3638.99,217.7,-15.99,12.26
3640.78,217.54,-15.96,12.27
3642.7,217.38,-15.93,12.28
3645.34,217.23,-15.9,12.29
3646.54,217.07,-15.87,12.3
3648.7,216.91,-15.83,12.31
3650.86,216.75,-15.8,12.32
3650.86,216.59,-15.77,12.33
3653.74,216.43,-15.74,12.34
3657.34,216.27,-15.7,12.35
3658.54,216.11,-15.67,12.36
3659.86,215.95,-15.64,12.37
3662.15,215.8,-15.6,12.38
3662.51,215.64,-15.57,12.39
3664.79,215.48,-15.54,12.4
3666.47,215.32,-15.5,12.41
3668.76,215.17,-15.47,12.42
3670.08,215.01,-15.43,12.43
3670.08,214.85,-15.4,12.44
3672.48,214.69,-15.37,12.45
3675.13,214.54,-15.34,12.46
3677.06,214.38,-15.3,12.47
3678.38,214.23,-15.27,12.48
3681.51,214.07,-15.24,12.49
3683.68,213.92,-15.21,12.5
3685.84,213.77,-15.18,12.51
3688.25,213.62,-15.15,12.52
3690.18,213.47,-15.12,12.53
3692.59,213.32,-15.09,12.54
3692.59,213.17,-15.06,12.55
3695.73,213.03,-15.04,12.56
3700.55,212.88,-15.01,12.57
3701.88,212.73,-14.99,12.58
3705.13,212.59,-14.96,12.59
3707.43,212.44,-14.94,12.6
3710.69,212.3,-14.92,12.61
3712.98,212.15,-14.9,12.62
3716.12,212.01,-14.88,12.63
3718.66,211.86,-14.86,12.64
3721.2,211.72,-14.84,12.65
3721.2,211.58,-14.82,12.66
3724.95,211.43,-14.81,12.67
3728.82,211.29,-14.79,12.68
3731.72,211.14,-14.78,12.69
3732.93,211,-14.77,12.7
3735.72,210.85,-14.76,12.71
3737.65,210.71,-14.75,12.72
3740.56,210.56,-14.74,12.73
3742.74,210.42,-14.73,12.74
3745.04,210.27,-14.73,12.75
3747.47,210.13,-14.72,12.76
3747.47,209.98,-14.71,12.77
3749.05,209.84,-14.71,12.78
3753.9,209.69,-14.71,12.79
3756.57,209.54,-14.7,12.8
3757.41,209.4,-14.7,12.81
3760.33,209.25,-14.7,12.82
3762.39,209.11,-14.7,12.83
3764.58,208.96,-14.7,12.84
3766.52,208.82,-14.7,12.85
3769.31,208.67,-14.7,12.86
3770.77,208.52,-14.7,12.87
3770.77,208.37,-14.7,12.88
3773.2,208.23,-14.7,12.89
3776.73,208.08,-14.7,12.9
3778.67,207.93,-14.71,12.91
3780.01,207.79,-14.71,12.92
3781.96,207.64,-14.71,12.93
3784.03,207.49,-14.71,12.94
3786.71,207.34,-14.71,12.95
3789.26,207.2,-14.71,12.96
3791.7,207.05,-14.71,12.97
3793.65,206.9,-14.71,12.98
3793.65,206.75,-14.71,12.99
3795.11,206.6,-14.71,13
3798.64,206.45,-14.71,13.01
3802.18,206.3,-14.71,13.02
3802.79,206.15,-14.71,13.03
3805.1,206,-14.7,13.04
3806.81,205.85,-14.7,13.05
3808.88,205.7,-14.7,13.06
3810.23,205.55,-14.69,13.07
3811.2,205.4,-14.69,13.08
3814.01,205.25,-14.68,13.09
3814.01,205.1,-14.68,13.1
3816.33,204.95,-14.67,13.11
3819.51,204.8,-14.67,13.12
3821.09,204.65,-14.66,13.13
3822.56,204.5,-14.66,13.14
3823.54,204.36,-14.65,13.15
3825.25,204.21,-14.64,13.16
3826.23,204.06,-14.64,13.17
3829.16,203.92,-14.63,13.18
3830.87,203.77,-14.62,13.19
3832.22,203.62,-14.62,13.2
3832.22,203.48,-14.61,13.21
3834.17,203.34,-14.6,13.22
3837.6,203.19,-14.6,13.23
3838.7,203.05,-14.59,13.24
3840.78,202.9,-14.58,13.25
3842.74,202.76,-14.58,13.26
3845.56,202.62,-14.57,13.27
3847.15,202.47,-14.57,13.28
3849.72,202.33,-14.56,13.29
3852.17,202.19,-14.56,13.3
3853.15,202.04,-14.55,13.31
3853.15,201.9,-14.55,13.32
3856.46,201.76,-14.55,13.33
3860.51,201.61,-14.54,13.34
3862.97,201.47,-14.54,13.35
3864.81,201.33,-14.54,13.36
3867.14,201.18,-14.54,13.37
3869.72,201.04,-14.54,13.38
3872.42,200.9,-14.53,13.39
3874.51,200.75,-14.53,13.4
3876.35,200.61,-14.54,13.41
3878.68,200.46,-14.54,13.42
3878.68,200.32,-14.54,13.43
3881.76,200.17,-14.54,13.44
3885.94,200.03,-14.54,13.45
3888.28,199.88,-14.54,13.46
3891.23,199.74,-14.55,13.47
3893.08,199.59,-14.55,13.48
3895.41,199.45,-14.55,13.49
3896.89,199.3,-14.56,13.5
3899.36,199.16,-14.56,13.51
3901.45,199.01,-14.56,13.52
3904.16,198.87,-14.57,13.53
3904.16,198.72,-14.57,13.54
3906.13,198.58,-14.58,13.55
3909.83,198.43,-14.58,13.56
3911.93,198.28,-14.58,13.57
3914.15,198.14,-14.59,13.58
3916.62,197.99,-14.59,13.59
3918.22,197.85,-14.6,13.6
3919.7,197.7,-14.6,13.61
3921.8,197.55,-14.6,13.62
3923.65,197.41,-14.61,13.63
3925.75,197.26,-14.61,13.64
3925.75,197.11,-14.61,13.65
3929.33,196.97,-14.61,13.66
3931.68,196.82,-14.62,13.67
3934.65,196.67,-14.62,13.68
3936.63,196.52,-14.62,13.69
3938.98,196.38,-14.62,13.7
3939.97,196.23,-14.62,13.71
3942.44,196.08,-14.62,13.72
3944.3,195.94,-14.62,13.73
3945.66,195.79,-14.62,13.74
3947.39,195.64,-14.62,13.75
3947.39,195.49,-14.62,13.76
3949.74,195.34,-14.62,13.77
3953.09,195.19,-14.61,13.78
3955.32,195.04,-14.61,13.79
3956.93,194.9,-14.61,13.8
3958.79,194.75,-14.61,13.81
3960.4,194.6,-14.6,13.82
3962.51,194.45,-14.6,13.83
3964.62,194.31,-14.6,13.84
3965.48,194.16,-14.59,13.85
3967.47,194.01,-14.59,13.86
3967.47,193.87,-14.59,13.87
3969.08,193.72,-14.58,13.88
3972.31,193.58,-14.58,13.89
3974.17,193.43,-14.57,13.9
3976.53,193.29,-14.57,13.91
3977.77,193.14,-14.57,13.92
3978.64,193,-14.56,13.93
3980.75,192.85,-14.56,13.94
3982.86,192.71,-14.56,13.95
3983.98,192.57,-14.55,13.96
3985.85,192.42,-14.55,13.97
3985.85,192.28,-14.55,13.98
3987.84,192.13,-14.54,13.99
3990.2,191.99,-14.54,14
3992.31,191.85,-14.54,14.01
3994.05,191.7,-14.54,14.02
3996.29,191.56,-14.54,14.03
3998.29,191.41,-14.53,14.04
3999.9,191.27,-14.53,14.05
4002.27,191.12,-14.53,14.06
4004.14,190.98,-14.53,14.07
4006.75,190.83,-14.53,14.08
4006.75,190.69,-14.53,14.09
4008.87,190.55,-14.53,14.1
4012.49,190.4,-14.53,14.11
4014.23,190.25,-14.53,14.12
4016.72,190.11,-14.53,14.13
4018.47,189.97,-14.53,14.14
4020.72,189.82,-14.53,14.15
4023.21,189.68,-14.54,14.16
4025.21,189.53,-14.54,14.17
4026.96,189.39,-14.54,14.18
4028.7,189.24,-14.54,14.19
4028.7,189.1,-14.54,14.2
4031.08,188.95,-14.54,14.21
4035.82,188.81,-14.54,14.22
4037.82,188.66,-14.54,14.23
4040.82,188.51,-14.54,14.24
4042.07,188.37,-14.55,14.25
4043.7,188.22,-14.55,14.26
4045.45,188.08,-14.55,14.27
4048.2,187.93,-14.55,14.28
4050.33,187.79,-14.55,14.29
4052.83,187.64,-14.54,14.3
4052.83,187.49,-14.54,14.31
4055.34,187.35,-14.54,14.32
4057.84,187.2,-14.54,14.33
4059.35,187.06,-14.54,14.34
4061.73,186.91,-14.53,14.35
4063.48,186.76,-14.53,14.36
4065.24,186.62,-14.52,14.37
4068.12,186.47,-14.52,14.38
4069.37,186.32,-14.51,14.39
4070.88,186.18,-14.51,14.4
4073.14,186.03,-14.5,14.41
4073.14,185.88,-14.49,14.42
4075.39,185.74,-14.49,14.43
4078.91,185.59,-14.48,14.44
4080.41,185.44,-14.47,14.45
4081.92,185.29,-14.46,14.46
4083.8,185.15,-14.45,14.47
4086.07,185,-14.44,14.48
4087.07,184.85,-14.43,14.49
4089.08,184.71,-14.42,14.5
4091.72,184.56,-14.41,14.51
4093.98,184.41,-14.39,14.52
4093.98,184.27,-14.38,14.53
4096.25,184.12,-14.37,14.54
4098.89,183.98,-14.35,14.55
4101.15,183.83,-14.34,14.56
4102.66,183.69,-14.33,14.57
4104.05,183.54,-14.31,14.58
4106.06,183.4,-14.3,14.59
4107.45,183.26,-14.28,14.6
4109.08,183.12,-14.27,14.61
4111.48,182.97,-14.26,14.62
4113.24,182.83,-14.24,14.63
4113.24,182.69,-14.23,14.64
4115.89,182.55,-14.21,14.65
4118.91,182.41,-14.2,14.66
4120.42,182.27,-14.18,14.67
4121.81,182.13,-14.17,14.68
4122.95,181.99,-14.16,14.69
4124.46,181.85,-14.14,14.7
4126.98,181.71,-14.13,14.71
4127.74,181.57,-14.12,14.72
4129.51,181.43,-14.1,14.73
4131.02,181.29,-14.09,14.74
4131.02,181.15,-14.08,14.75
4132.66,181.01,-14.07,14.76
4135.82,180.87,-14.06,14.77
4138.47,180.73,-14.05,14.78
4139.36,180.59,-14.04,14.79
4141.38,180.46,-14.03,14.8
4143.27,180.32,-14.02,14.81
4144.16,180.18,-14.01,14.82
4146.56,180.04,-14,14.83
4147.82,179.9,-13.99,14.84
4149.72,179.76,-13.99,14.85
4149.72,179.62,-13.98,14.86
4153.39,179.48,-13.97,14.87
4155.29,179.34,-13.96,14.88
4156.81,179.2,-13.96,14.89
4158.7,179.06,-13.95,14.9
4161.11,178.92,-13.95,14.91
4162.88,178.78,-13.94,14.92
4164.4,178.65,-13.94,14.93
4166.56,178.51,-13.93,14.94
4167.57,178.37,-13.93,14.95
4169.22,178.23,-13.92,14.96
4169.22,178.09,-13.92,14.97
4171.88,177.95,-13.92,14.98
4173.4,177.81,-13.91,14.99
4175.56,177.67,-13.91,15
4178.09,177.53,-13.9,15.01
4181.14,177.4,-13.9,15.02
4182.66,177.26,-13.9,15.03
4184.06,177.12,-13.89,15.04
4185.71,176.98,-13.89,15.05
4187.61,176.84,-13.88,15.06
4189.52,176.7,-13.88,15.07
4189.52,176.56,-13.87,15.08
4192.82,176.42,-13.87,15.09
4195.87,176.28,-13.86,15.1
4197.52,176.14,-13.86,15.11
4198.79,176,-13.85,15.12
4200.83,175.87,-13.84,15.13
4202.74,175.73,-13.84,15.14
4205.02,175.59,-13.83,15.15
4206.17,175.45,-13.82,15.16
4207.7,175.31,-13.81,15.17
4210.24,175.17,-13.81,15.18
4210.24,175.03,-13.8,15.19
4212.53,174.89,-13.79,15.2
4215.33,174.75,-13.78,15.21
4217.5,174.61,-13.77,15.22
4220.05,174.47,-13.76,15.23
4221.83,174.33,-13.75,15.24
4222.34,174.19,-13.74,15.25
4224.64,174.05,-13.73,15.26
4227.06,173.91,-13.72,15.27
4228.21,173.77,-13.7,15.28
4230.63,173.64,-13.69,15.29
4230.63,173.5,-13.68,15.3
4232.29,173.36,-13.67,15.31
4235.61,173.22,-13.66,15.32
4237.14,173.08,-13.64,15.33
4239.18,172.95,-13.63,15.34
4240.59,172.81,-13.62,15.35
4242.63,172.68,-13.61,15.36
4244.54,172.54,-13.59,15.37
4246.84,172.41,-13.58,15.38
4247.99,172.27,-13.57,15.39
4250.04,172.13,-13.56,15.4
4250.04,172,-13.54,15.41
4251.7,171.87,-13.53,15.42
4254.64,171.73,-13.52,15.43
4256.95,171.6,-13.51,15.44
4257.46,171.46,-13.5,15.45
4259.5,171.33,-13.49,15.46
4261.81,171.2,-13.48,15.47
4262.83,171.06,-13.46,15.48
4265.52,170.93,-13.45,15.49
4266.67,170.8,-13.44,15.5
4268.46,170.66,-13.43,15.51
4268.46,170.53,-13.43,15.52
4270,170.4,-13.42,15.53
4273.59,170.27,-13.41,15.54
4274.74,170.13,-13.4,15.55
4276.54,170,-13.39,15.56
4277.95,169.87,-13.38,15.57
4280.13,169.74,-13.38,15.58
4281.41,169.6,-13.37,15.59
4283.46,169.47,-13.36,15.6
4284.74,169.34,-13.36,15.61
4286.16,169.2,-13.35,15.62
4286.16,169.07,-13.35,15.63
4288.21,168.94,-13.34,15.64
4290.39,168.8,-13.34,15.65
4293.22,168.67,-13.33,15.66
4294.76,168.54,-13.33,15.67
4296.17,168.41,-13.33,15.68
4297.2,168.27,-13.32,15.69
4299.64,168.14,-13.32,15.7
4300.02,168.01,-13.32,15.71
4302.47,167.88,-13.31,15.72
4303.88,167.74,-13.31,15.73
4303.88,167.61,-13.31,15.74
4306.71,167.48,-13.3,15.75
4309.41,167.34,-13.3,15.76
4311.08,167.21,-13.3,15.77
4312.24,167.08,-13.3,15.78
4313.91,166.94,-13.29,15.79
4314.56,166.81,-13.29,15.8
4316.87,166.68,-13.29,15.81
4319.19,166.54,-13.28,15.82
4320.61,166.41,-13.28,15.83
4322.15,166.28,-13.28,15.84
4322.15,166.14,-13.27,15.85
4323.57,166.01,-13.27,15.86
4327.31,165.88,-13.27,15.87
4329.11,165.74,-13.26,15.88
4330.79,165.61,-13.26,15.89
4331.82,165.48,-13.25,15.9
4334.79,165.35,-13.25,15.91
4335.82,165.21,-13.24,15.92
4337.49,165.08,-13.23,15.93
4338.79,164.94,-13.23,15.94
4340.72,164.81,-13.22,15.95
4340.72,164.68,-13.21,15.96
4342.53,164.55,-13.21,15.97
4344.98,164.41,-13.2,15.98
4347.05,164.28,-13.19,15.99
4348.08,164.14,-13.18,16
4350.92,164.01,-13.18,16.01
4351.31,163.88,-13.17,16.02
4353.77,163.75,-13.16,16.03
4355.19,163.61,-13.15,16.04
4356.22,163.48,-13.14,16.05
4358.55,163.35,-13.13,16.06
4358.55,163.22,-13.12,16.07
4359.97,163.08,-13.11,16.08
4362.95,162.95,-13.1,16.09
4365.02,162.82,-13.09,16.1
4365.92,162.69,-13.08,16.11
4368.12,162.56,-13.07,16.12
4371.1,162.43,-13.06,16.13
4372.4,162.3,-13.05,16.14
4374.08,162.17,-13.04,16.15
4375.12,162.04,-13.03,16.16
4376.93,161.91,-13.02,16.17
4376.93,161.78,-13.01,16.18
4377.58,161.65,-13,16.19
4380.43,161.52,-12.99,16.2
4382.63,161.39,-12.98,16.21
4384.06,161.26,-12.97,16.22
4385.61,161.13,-12.96,16.23
4387.43,161,-12.95,16.24
4389.89,160.87,-12.94,16.25
4390.93,160.75,-12.94,16.26
4393.14,160.62,-12.93,16.27
4394.83,160.49,-12.92,16.28
4394.83,160.36,-12.91,16.29
4396.38,160.23,-12.9,16.3
4398.98,160.11,-12.9,16.31
4400.67,159.98,-12.89,16.32
4402.49,159.85,-12.88,16.33
4404.31,159.72,-12.88,16.34
4405.74,159.59,-12.87,16.35
4407.3,159.47,-12.87,16.36
4408.47,159.34,-12.86,16.37
4410.16,159.21,-12.86,16.38
4411.98,159.08,-12.85,16.39
4411.98,158.96,-12.85,16.4
4413.93,158.83,-12.85,16.41
4417.05,158.7,-12.84,16.42
4418.48,158.57,-12.84,16.43
4419.52,158.44,-12.84,16.44
4421.08,158.32,-12.83,16.45
4423.3,158.19,-12.83,16.46
4425.25,158.06,-12.83,16.47
4426.68,157.93,-12.83,16.48
4428.25,157.8,-12.83,16.49
4430.33,157.68,-12.83,16.5
4430.33,157.55,-12.83,16.51
4432.29,157.42,-12.83,16.52
4433.72,157.29,-12.82,16.53
4436.2,157.16,-12.82,16.54
4436.59,157.04,-12.82,16.55
4439.33,156.91,-12.82,16.56
4441.15,156.78,-12.82,16.57
4442.72,156.65,-12.82,16.58
4443.76,156.52,-12.82,16.59
4445.07,156.39,-12.82,16.6
4447.42,156.27,-12.82,16.61
4447.42,156.14,-12.82,16.62
4448.07,156.01,-12.82,16.63
4450.81,155.88,-12.82,16.64
4452.64,155.75,-12.82,16.65
4454.47,155.63,-12.82,16.66
4456.56,155.5,-12.82,16.67
4457.47,155.37,-12.82,16.68
4458.65,155.24,-12.82,16.69
4460.87,155.11,-12.82,16.7
4462.7,154.98,-12.81,16.71
4464.27,154.85,-12.81,16.72
4464.27,154.73,-12.81,16.73
4466.49,154.6,-12.81,16.74
4469.11,154.47,-12.81,16.75
4471.2,154.34,-12.8,16.76
4472.78,154.21,-12.8,16.77
4473.69,154.08,-12.8,16.78
4474.74,153.95,-12.79,16.79
4476.7,153.82,-12.79,16.8
4477.36,153.7,-12.79,16.81
4478.93,153.57,-12.78,16.82
4480.37,153.44,-12.78,16.83
4480.37,153.31,-12.77,16.84
4482.47,153.18,-12.77,16.85
4484.83,153.05,-12.76,16.86
4487.05,152.92,-12.76,16.87
4488.63,152.8,-12.75,16.88
4489.68,152.67,-12.75,16.89
4492.69,152.54,-12.74,16.9
4492.82,152.41,-12.74,16.91
4494.79,152.29,-12.73,16.92
4496.24,152.16,-12.72,16.93
4498.47,152.03,-12.72,16.94
4498.47,151.9,-12.71,16.95
4499.25,151.78,-12.71,16.96
4502.54,151.65,-12.7,16.97
4504.37,151.52,-12.69,16.98
4505.69,151.39,-12.69,16.99
4507.53,151.26,-12.68,17
4508.32,151.14,-12.67,17.01
4510.02,151.01,-12.67,17.02
4511.47,150.89,-12.66,17.03
4513.18,150.76,-12.65,17.04
4514.89,150.63,-12.65,17.05
4514.89,150.51,-12.64,17.06
4516.73,150.38,-12.63,17.07
4519.49,150.25,-12.63,17.08
4521.73,150.13,-12.62,17.09
4521.73,150,-12.61,17.1
4523.04,149.88,-12.61,17.11
4524.75,149.75,-12.6,17.12
4527.52,149.63,-12.6,17.13
4527.78,149.5,-12.59,17.14
4530.42,149.38,-12.58,17.15
4531.47,149.25,-12.58,17.16
4531.47,149.13,-12.57,17.17
4533.31,149,-12.57,17.18
4536.08,148.87,-12.56,17.19
4537.66,148.75,-12.56,17.2
4538.45,148.62,-12.55,17.21
4540.96,148.5,-12.55,17.22
4541.88,148.37,-12.55,17.23
4543.99,148.25,-12.54,17.24
4544.91,148.12,-12.54,17.25
4546.37,148,-12.53,17.26
4546.76,147.87,-12.53,17.27
4546.76,147.75,-12.53,17.28
4550.06,147.62,-12.53,17.29
4552.04,147.5,-12.52,17.3
4552.96,147.37,-12.52,17.31
4554.55,147.25,-12.52,17.32
4555.21,147.13,-12.52,17.33
4557.72,147,-12.52,17.34
4559.83,146.88,-12.51,17.35
4559.7,146.75,-12.51,17.36
4562.08,146.63,-12.51,17.37
4563.27,146.5,-12.51,17.38
4563.27,146.38,-12.51,17.39
4564.85,146.25,-12.51,17.4
4567.23,146.13,-12.51,17.41
4569.61,146,-12.51,17.42
4570.41,145.88,-12.51,17.43
4571.07,145.75,-12.51,17.44
4572.26,145.63,-12.51,17.45
4574.24,145.5,-12.51,17.46
4576.23,145.38,-12.51,17.47
4577.16,145.25,-12.51,17.48
4578.21,145.13,-12.51,17.49
4578.21,145,-12.51,17.5
4580.6,144.88,-12.51,17.51
4583.38,144.75,-12.51,17.52
4584.31,144.63,-12.51,17.53
4585.63,144.5,-12.51,17.54
4587.49,144.38,-12.51,17.55
4587.75,144.25,-12.51,17.56
4590,144.13,-12.51,17.57
4591.59,144,-12.51,17.58
4592.65,143.88,-12.51,17.59
4593.72,143.75,-12.51,17.6
4593.72,143.63,-12.51,17.61
4595.7,143.5,-12.51,17.62
4597.83,143.38,-12.51,17.63
4600.08,143.25,-12.51,17.64
4601.28,143.12,-12.51,17.65
4601.94,143,-12.51,17.66
4603.93,142.87,-12.51,17.67
4605.39,142.75,-12.51,17.68
4606.45,142.62,-12.51,17.69
4607.91,142.5,-12.51,17.7
4610.04,142.37,-12.51,17.71
4610.04,142.25,-12.51,17.72
4611.77,142.12,-12.51,17.73
4613.63,142,-12.51,17.74
4615.75,141.87,-12.51,17.75
4616.95,141.75,-12.51,17.76
4618.28,141.62,-12.51,17.77
4621.2,141.5,-12.5,17.78
4621.74,141.37,-12.5,17.79
4622.93,141.25,-12.5,17.8
4625.33,141.12,-12.5,17.81
4626.39,140.99,-12.5,17.82
4626.39,140.87,-12.5,17.83
4627.99,140.74,-12.5,17.84
4630.78,140.62,-12.5,17.85
4631.85,140.49,-12.5,17.86
4633.71,140.37,-12.49,17.87
4634.65,140.24,-12.49,17.88
4637.04,140.12,-12.49,17.89
4638.24,139.99,-12.49,17.9
4639.97,139.87,-12.49,17.91
4640.51,139.75,-12.49,17.92
4643.04,139.62,-12.49,17.93
4643.04,139.5,-12.48,17.94
4644.24,139.37,-12.48,17.95
4647.31,139.25,-12.48,17.96
4648.37,139.12,-12.48,17.97
4649.57,139,-12.48,17.98
4650.91,138.87,-12.48,17.99
4652.38,138.75,-12.48,18
4654.51,138.62,-12.47,18.01
4655.84,138.5,-12.47,18.02
4657.05,138.37,-12.47,18.03
4658.92,138.25,-12.47,18.04
4658.92,138.13,-12.47,18.05
4659.45,138,-12.47,18.06
4661.59,137.87,-12.47,18.07
4664.26,137.75,-12.47,18.08
4665.19,137.63,-12.47,18.09
4666.26,137.5,-12.47,18.1
4667.2,137.38,-12.46,18.11
4668.94,137.25,-12.46,18.12
4670.41,137.13,-12.46,18.13
4672.14,137,-12.46,18.14
4672.55,136.88,-12.46,18.15
4672.55,136.76,-12.46,18.16
4674.42,136.63,-12.46,18.17
4678.03,136.51,-12.46,18.18
4679.23,136.38,-12.46,18.19
4679.9,136.26,-12.46,18.2
4680.71,136.13,-12.46,18.21
4682.58,136.01,-12.46,18.22
4684.45,135.88,-12.46,18.23
4684.99,135.76,-12.46,18.24
4685.79,135.63,-12.47,18.25
4687.94,135.51,-12.47,18.26
4687.94,135.39,-12.47,18.27
4689.41,135.26,-12.47,18.28
4691.82,135.14,-12.47,18.29
4693.43,135.01,-12.47,18.3
4694.5,134.89,-12.47,18.31
4695.98,134.76,-12.47,18.32
4695.84,134.64,-12.47,18.33
4698.26,134.51,-12.47,18.34
4699.87,134.39,-12.48,18.35
4701.34,134.27,-12.48,18.36
4702.55,134.14,-12.48,18.37
4702.55,134.01,-12.48,18.38
4703.62,133.89,-12.48,18.39
4706.44,133.77,-12.48,18.4
4707.78,133.64,-12.49,18.41
4709.12,133.52,-12.49,18.42
4710.33,133.39,-12.49,18.43
4711.94,133.27,-12.49,18.44
4713.15,133.14,-12.5,18.45
4714.36,133.02,-12.5,18.46
4715.3,132.89,-12.5,18.47
4716.78,132.77,-12.5,18.48
4716.78,132.64,-12.5,18.49
4718.39,132.52,-12.51,18.5
4720.68,132.39,-12.51,18.51
4721.62,132.27,-12.51,18.52
4723.1,132.14,-12.52,18.53
4724.04,132.02,-12.52,18.54
4725.65,131.89,-12.52,18.55
4726.73,131.77,-12.53,18.56
4727.8,131.64,-12.53,18.57
4729.82,131.52,-12.53,18.58
4730.63,131.39,-12.53,18.59
4730.63,131.27,-12.54,18.6
4732.38,131.14,-12.54,18.61
4734.8,131.02,-12.54,18.62
4736.55,130.89,-12.55,18.63
4738.03,130.76,-12.55,18.64
4738.84,130.64,-12.55,18.65
4740.86,130.51,-12.56,18.66
4741.13,130.39,-12.56,18.67
4742.75,130.26,-12.57,18.68
4744.36,130.14,-12.57,18.69
4745.71,130.01,-12.57,18.7
4745.71,129.89,-12.58,18.71
4747.46,129.76,-12.58,18.72
4749.62,129.63,-12.58,18.73
4750.97,129.51,-12.59,18.74
4752.05,129.38,-12.59,18.75
4752.72,129.26,-12.59,18.76
4753.8,129.13,-12.6,18.77
4757.31,129.01,-12.6,18.78
4757.04,128.88,-12.6,18.79
4758.52,128.76,-12.61,18.8
4760.01,128.63,-12.61,18.81
4760.01,128.5,-12.61,18.82
4761.9,128.38,-12.62,18.83
4763.79,128.25,-12.62,18.84
4765.55,128.12,-12.62,18.85
4766.76,127.99,-12.63,18.86
4767.3,127.87,-12.63,18.87
4769.19,127.74,-12.63,18.88
4770.27,127.62,-12.63,18.89
4771.35,127.49,-12.64,18.9
4773.11,127.36,-12.64,18.91
4774.06,127.24,-12.64,18.92
4774.06,127.11,-12.65,18.93
4775.82,126.98,-12.65,18.94
4778.11,126.86,-12.65,18.95
4779.6,126.73,-12.65,18.96
4780.69,126.6,-12.66,18.97
4781.77,126.48,-12.66,18.98
4783.53,126.35,-12.66,18.99
4784.61,126.22,-12.66,19
4785.69,126.1,-12.66,19.01
4787.59,125.97,-12.67,19.02
4788.4,125.84,-12.67,19.03
4788.4,125.72,-12.67,19.04
4790.02,125.59,-12.67,19.05
4792.19,125.46,-12.67,19.06
4793.68,125.33,-12.68,19.07
4794.49,125.21,-12.68,19.08
4796.12,125.08,-12.68,19.09
4797.2,124.95,-12.68,19.1
4798.83,124.83,-12.68,19.11
4798.15,124.7,-12.69,19.12
4800.32,124.57,-12.69,19.13
4801.95,124.45,-12.69,19.14
4801.95,124.32,-12.69,19.15
4803.44,124.19,-12.69,19.16
4804.53,124.07,-12.69,19.17
4806.56,123.94,-12.69,19.18
4807.92,123.81,-12.7,19.19
4809.55,123.69,-12.7,19.2
4809.55,123.56,-12.7,19.21
4811.31,123.43,-12.7,19.22
4812.53,123.31,-12.7,19.23
4813.75,123.18,-12.7,19.24
4814.43,123.05,-12.7,19.25
4814.43,122.93,-12.7,19.26
4816.88,122.8,-12.7,19.27
4819.32,122.67,-12.7,19.28
4820.82,122.54,-12.7,19.29
4822.18,122.42,-12.71,19.3
4822.85,122.29,-12.71,19.31
4823.67,122.16,-12.71,19.32
