accel_x,accel_y,accel_z,gryo_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,db_time,baro_pressure
-902,285,-17,0,-25051,21612,608,456,-215,5/2/2024 20:43,89711
-944,445,-509,0,-20693,-17482,608,456,-215,5/2/2024 20:43,89983
-1208,643,-40,0,5967,12057,608,456,-215,5/2/2024 20:43,90004
-974,303,98,0,-25436,24937,608,456,-215,5/2/2024 20:43,90183
-770,-51,-318,0,-29356,-40976,608,456,-215,5/2/2024 20:43,90289
-910,1100,630,0,35673,13002,608,456,-215,5/2/2024 20:43,90360
-952,-568,-72,0,-39795,-43373,608,456,-215,5/2/2024 20:43,90425
-832,188,455,0,49778,22093,608,456,-215,5/2/2024 20:44,90469
-762,-549,-477,0,-37301,-22846,608,456,-215,5/2/2024 20:44,90432
-1039,910,-27,0,34090,-5136,608,456,-215,5/2/2024 20:44,90755
-680,-817,744,0,-64951,-18418,608,456,-215,5/2/2024 20:44,
-776,579,-16,0,44537,-83606,608,456,-215,5/2/2024 20:44,
-860,10,1267,0,2327,37607,608,456,-215,5/2/2024 20:44,
-592,-537,-610,0,-53436,-60760,608,456,-215,5/2/2024 20:44,
-857,996,-355,0,31228,-24106,608,456,-215,5/2/2024 20:44,
-928,383,0,0,25401,48685,608,456,-215,5/2/2024 20:44,
-912,-991,103,0,6072,11471,608,456,-215,5/2/2024 20:44,
-981,-3,-775,0,6230,-63096,608,456,-215,5/2/2024 20:44,
-726,719,-1138,0,44275,-46121,608,456,-215,5/2/2024 20:44,
-675,930,-567,0,68958,-55728,608,456,-215,5/2/2024 20:44,
-825,886,-769,0,47381,-54223,608,456,-215,5/2/2024 20:44,
-1041,37,-1041,0,16380,-63280,608,456,-215,5/2/2024 20:44,
